Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG,
3.181e-06,1.8218,0.0398406
3.182e-06,1.80977,0.0401594
3.183e-06,1.81383,0.0409594
3.184e-06,1.81383,0.0401594
3.185e-06,1.8018,0.0428781
3.186e-06,1.81383,0.0425594
3.187e-06,1.80977,0.0404781
3.188e-06,1.8018,0.0396781
3.189e-06,1.80977,0.0416
3.190e-06,1.80977,0.0425594
3.191e-06,1.80977,0.0408
3.192e-06,1.8018,0.0401594
3.193e-06,1.80977,0.0409594
3.194e-06,1.80977,0.0409594
3.195e-06,1.80578,0.0414406
3.196e-06,1.80578,0.0409594
3.197e-06,1.81383,0.0403187
3.198e-06,1.80977,0.0408
3.199e-06,1.80578,0.04
3.200e-06,1.80977,0.0366406
3.201e-06,1.81781,0.0368
3.202e-06,1.80977,0.0384
3.203e-06,1.81781,0.0372812
3.204e-06,1.81383,0.0384
3.205e-06,1.81781,0.0377594
3.206e-06,1.81383,0.0427187
3.207e-06,1.80977,0.0416
3.208e-06,1.80977,0.0393594
3.209e-06,1.8018,0.0388812
3.210e-06,1.8018,0.0385594
3.211e-06,1.8218,0.0369594
3.212e-06,1.80977,0.0412781
3.213e-06,1.80977,0.0393594
3.214e-06,1.81383,0.0382406
3.215e-06,1.80977,0.0366406
3.216e-06,1.80578,0.0385594
3.217e-06,1.80578,0.0396781
3.218e-06,1.80977,0.0395187
3.219e-06,1.81781,0.0443187
3.220e-06,1.80977,0.0419187
3.221e-06,1.80977,0.0420781
3.222e-06,1.80977,0.0396781
3.223e-06,1.80578,0.0404781
3.224e-06,1.80977,0.0390406
3.225e-06,1.81383,0.0387187
3.226e-06,1.80977,0.0403187
3.227e-06,1.81383,0.0387187
3.228e-06,1.80977,0.0396781
3.229e-06,1.81383,0.0382406
3.230e-06,1.81383,0.0374406
3.231e-06,1.80977,0.0409594
3.232e-06,1.81781,0.0379187
3.233e-06,1.81383,0.0404781
3.234e-06,1.81383,0.0404781
3.235e-06,1.80977,0.044
3.236e-06,1.80578,0.0411187
3.237e-06,1.81383,0.0403187
3.238e-06,1.80578,0.0401594
3.239e-06,1.80977,0.0396781
3.240e-06,1.80977,0.0412781
3.241e-06,1.80977,0.0396781
3.242e-06,1.81383,0.0371187
3.243e-06,1.81383,0.0390406
3.244e-06,1.80977,0.0404781
3.245e-06,1.80977,0.0392
3.246e-06,1.8018,0.0422375
3.247e-06,1.81383,0.0392
3.248e-06,1.80977,0.0390406
3.249e-06,1.80977,0.0432
3.250e-06,1.80977,0.0408
3.251e-06,1.81383,0.0358406
3.252e-06,1.80977,0.0382406
3.253e-06,1.81781,0.0379187
3.254e-06,1.80977,0.0419187
3.255e-06,1.80977,0.0432
3.256e-06,1.80977,0.0438375
3.257e-06,1.80578,0.04
3.258e-06,1.80977,0.0396781
3.259e-06,1.80578,0.0409594
3.260e-06,1.80977,0.0382406
3.261e-06,1.80977,0.0392
3.262e-06,1.80977,0.0428781
3.263e-06,1.80977,0.0441594
3.264e-06,1.80977,0.0430375
3.265e-06,1.80977,0.0432
3.266e-06,1.80977,0.0403187
3.267e-06,1.80977,0.0390406
3.268e-06,1.80977,0.0390406
3.269e-06,1.81383,0.0409594
3.270e-06,1.80977,0.0430375
3.271e-06,1.80578,0.0398406
3.272e-06,1.80977,0.04
3.273e-06,1.80578,0.0392
3.274e-06,1.80578,0.0396781
3.275e-06,1.81383,0.0395187
3.276e-06,1.80977,0.0430375
3.277e-06,1.81383,0.0422375
3.278e-06,1.81383,0.0385594
3.279e-06,1.80977,0.0363187
3.280e-06,1.81383,0.0364812
3.281e-06,1.8018,0.0358406
3.282e-06,1.80578,0.0363187
3.283e-06,1.81383,0.0427187
3.284e-06,1.8018,0.0436781
3.285e-06,1.80977,0.0435187
3.286e-06,1.8018,0.0411187
3.287e-06,1.81383,0.0377594
3.288e-06,1.80977,0.0379187
3.289e-06,1.81383,0.0396781
3.290e-06,1.81383,0.0390406
3.291e-06,1.8018,0.0406406
3.292e-06,1.8218,0.0406406
3.293e-06,1.81383,0.0409594
3.294e-06,1.81383,0.0419187
3.295e-06,1.80977,0.0406406
3.296e-06,1.8018,0.0451187
3.297e-06,1.81383,0.044
3.298e-06,1.80578,0.0428781
3.299e-06,1.80977,0.0412781
3.300e-06,1.80977,0.0376
3.301e-06,1.80977,0.0387187
3.302e-06,1.80977,0.0353594
3.303e-06,1.81383,0.0372812
3.304e-06,1.80977,0.0393594
3.305e-06,1.80977,0.0419187
3.306e-06,1.80977,0.0430375
3.307e-06,1.8018,0.04
3.308e-06,1.80977,0.0395187
3.309e-06,1.81383,0.0416
3.310e-06,1.81383,0.0432
3.311e-06,1.80977,0.0441594
3.312e-06,1.80977,0.0430375
3.313e-06,1.80977,0.0430375
3.314e-06,1.81781,0.0416
3.315e-06,1.81383,0.04
3.316e-06,1.81781,0.0384
3.317e-06,1.80578,0.0390406
3.318e-06,1.80977,0.0380812
3.319e-06,1.81383,0.0422375
3.320e-06,1.80578,0.0446375
3.321e-06,1.80977,0.0433594
3.322e-06,1.80578,0.0409594
3.323e-06,1.80977,0.0420781
3.324e-06,1.8018,0.04
3.325e-06,1.80977,0.0401594
3.326e-06,1.81383,0.0393594
3.327e-06,1.80977,0.0401594
3.328e-06,1.81383,0.0393594
3.329e-06,1.80977,0.0416
3.330e-06,1.80977,0.0425594
3.331e-06,1.80977,0.0396781
3.332e-06,1.80977,0.04
3.333e-06,1.80977,0.0419187
3.334e-06,1.81781,0.0428781
3.335e-06,1.80578,0.0396781
3.336e-06,1.80977,0.0372812
3.337e-06,1.81383,0.0377594
3.338e-06,1.81383,0.0403187
3.339e-06,1.80977,0.0392
3.340e-06,1.80578,0.0435187
3.341e-06,1.80977,0.0393594
3.342e-06,1.81781,0.0393594
3.343e-06,1.81383,0.0398406
3.344e-06,1.80578,0.0396781
3.345e-06,1.81383,0.0403187
3.346e-06,1.81383,0.0388812
3.347e-06,1.80977,0.0364812
3.348e-06,1.80578,0.0382406
3.349e-06,1.81781,0.0379187
3.350e-06,1.80977,0.0387187
3.351e-06,1.80977,0.0406406
3.352e-06,1.80578,0.0433594
3.353e-06,1.80578,0.0419187
3.354e-06,1.80977,0.0435187
3.355e-06,1.81781,0.0430375
3.356e-06,1.8218,0.0412781
3.357e-06,1.80977,0.0380812
3.358e-06,1.80977,0.0387187
3.359e-06,1.81383,0.0428781
3.360e-06,1.81383,0.0406406
3.361e-06,1.81383,0.0412781
3.362e-06,1.80977,0.0422375
3.363e-06,1.80977,0.0451187
3.364e-06,1.81383,0.0425594
3.365e-06,1.80977,0.0424
3.366e-06,1.8018,0.0417594
3.367e-06,1.80977,0.0425594
3.368e-06,1.79383,0.04
3.369e-06,1.8018,0.0412781
3.370e-06,1.80977,0.0447969
3.371e-06,1.81383,0.0436781
3.372e-06,1.81383,0.0435187
3.373e-06,1.80977,0.0387187
3.374e-06,1.80578,0.0396781
3.375e-06,1.81383,0.0406406
3.376e-06,1.79781,0.0416
3.377e-06,1.81781,0.0393594
3.378e-06,1.8018,0.0392
3.379e-06,1.80578,0.0404781
3.380e-06,1.80578,0.0417594
3.381e-06,1.80578,0.0432
3.382e-06,1.81383,0.0408
3.383e-06,1.80977,0.0420781
3.384e-06,1.80578,0.04
3.385e-06,1.79781,0.0417594
3.386e-06,1.8218,0.0401594
3.387e-06,1.80977,0.0409594
3.388e-06,1.81383,0.0387187
3.389e-06,1.81383,0.0428781
3.390e-06,1.81781,0.0438375
3.391e-06,1.80578,0.0406406
3.392e-06,1.80977,0.0411187
3.393e-06,1.80977,0.044
3.394e-06,1.80977,0.0406406
3.395e-06,1.8018,0.0385594
3.396e-06,1.81383,0.0376
3.397e-06,1.81383,0.0428781
3.398e-06,1.81383,0.0412781
3.399e-06,1.80578,0.0422375
3.400e-06,1.80977,0.0425594
3.401e-06,1.81383,0.0428781
3.402e-06,1.80977,0.0428781
3.403e-06,1.80977,0.0406406
3.404e-06,1.80578,0.0422375
3.405e-06,1.81383,0.0403187
3.406e-06,1.80977,0.0392
3.407e-06,1.8018,0.0406406
3.408e-06,1.80977,0.0417594
3.409e-06,1.81383,0.0436781
3.410e-06,1.81383,0.0447969
3.411e-06,1.80977,0.0425594
3.412e-06,1.80977,0.044
3.413e-06,1.81781,0.0396781
3.414e-06,1.8218,0.0406406
3.415e-06,1.80977,0.0364812
3.416e-06,1.80578,0.0361594
3.417e-06,1.81383,0.0398406
3.418e-06,1.80977,0.0424
3.419e-06,1.81383,0.0427187
3.420e-06,1.80977,0.0435187
3.421e-06,1.81781,0.0436781
3.422e-06,1.80977,0.0408
3.423e-06,1.80977,0.0409594
3.424e-06,1.80578,0.0395187
3.425e-06,1.80977,0.0408
3.426e-06,1.81383,0.0408
3.427e-06,1.80977,0.0401594
3.428e-06,1.80977,0.0414406
3.429e-06,1.80977,0.0436781
3.430e-06,1.80977,0.0414406
3.431e-06,1.81383,0.0430375
3.432e-06,1.81383,0.0408
3.433e-06,1.80977,0.0406406
3.434e-06,1.81383,0.0412781
3.435e-06,1.80977,0.0416
3.436e-06,1.81383,0.0390406
3.437e-06,1.81383,0.0408
3.438e-06,1.81383,0.0420781
3.439e-06,1.81383,0.0427187
3.440e-06,1.81781,0.0425594
3.441e-06,1.80578,0.0409594
3.442e-06,1.80578,0.0404781
3.443e-06,1.81383,0.0408
3.444e-06,1.80977,0.0419187
3.445e-06,1.80977,0.0403187
3.446e-06,1.81383,0.0417594
3.447e-06,1.8218,0.0392
3.448e-06,1.82578,0.0412781
3.449e-06,1.80977,0.0390406
3.450e-06,1.81383,0.0412781
3.451e-06,1.80578,0.0427187
3.452e-06,1.80977,0.0417594
3.453e-06,1.81383,0.0428781
3.454e-06,1.80977,0.0414406
3.455e-06,1.80977,0.0425594
3.456e-06,1.81781,0.0438375
3.457e-06,1.80578,0.0435187
3.458e-06,1.80977,0.0422375
3.459e-06,1.80578,0.0427187
3.460e-06,1.8218,0.0420781
3.461e-06,1.80977,0.0387187
3.462e-06,1.81383,0.0416
3.463e-06,1.81781,0.0408
3.464e-06,1.80977,0.04
3.465e-06,1.80578,0.0398406
3.466e-06,1.81383,0.04
3.467e-06,1.80977,0.0412781
3.468e-06,1.80977,0.0412781
3.469e-06,1.80977,0.0430375
3.470e-06,1.80977,0.0408
3.471e-06,1.80977,0.04
3.472e-06,1.80977,0.0403187
3.473e-06,1.81383,0.0412781
3.474e-06,1.81383,0.0384
3.475e-06,1.81781,0.0393594
3.476e-06,1.80977,0.04
3.477e-06,1.80578,0.0398406
3.478e-06,1.81383,0.0390406
3.479e-06,1.81383,0.0393594
3.480e-06,1.81781,0.0398406
3.481e-06,1.80977,0.0398406
3.482e-06,1.81383,0.04
3.483e-06,1.81383,0.04
3.484e-06,1.81781,0.0403187
3.485e-06,1.80977,0.0388812
3.486e-06,1.80977,0.0419187
3.487e-06,1.80977,0.0419187
3.488e-06,1.80977,0.0420781
3.489e-06,1.81383,0.0409594
3.490e-06,1.8218,0.0406406
3.491e-06,1.80578,0.0412781
3.492e-06,1.80977,0.0387187
3.493e-06,1.81781,0.0409594
3.494e-06,1.80977,0.0390406
3.495e-06,1.81383,0.0403187
3.496e-06,1.80977,0.0433594
3.497e-06,1.81781,0.0432
3.498e-06,1.81781,0.0416
3.499e-06,1.81383,0.0417594
3.500e-06,1.81781,0.0406406
3.501e-06,1.81383,0.0428781
3.502e-06,1.81383,0.0436781
3.503e-06,1.80977,0.0432
3.504e-06,1.80578,0.0403187
3.505e-06,1.81383,0.0361594
3.506e-06,1.81383,0.0364812
3.507e-06,1.81383,0.0419187
3.508e-06,1.80977,0.0433594
3.509e-06,1.81383,0.0409594
3.510e-06,1.81383,0.0385594
3.511e-06,1.8018,0.0387187
3.512e-06,1.81383,0.0417594
3.513e-06,1.80977,0.0430375
3.514e-06,1.80578,0.0398406
3.515e-06,1.8018,0.0388812
3.516e-06,1.80977,0.0467187
3.517e-06,1.81383,0.0471969
3.518e-06,1.81383,0.0395187
3.519e-06,1.80578,0.0355219
3.520e-06,1.81781,0.0358406
3.521e-06,1.81383,0.0420781
3.522e-06,1.80578,0.0433594
3.523e-06,1.81781,0.0435187
3.524e-06,1.80578,0.0432
3.525e-06,1.80977,0.0438375
3.526e-06,1.81383,0.0411187
3.527e-06,1.80977,0.0388812
3.528e-06,1.81781,0.0368
3.529e-06,1.80977,0.0388812
3.530e-06,1.80977,0.0455969
3.531e-06,1.8018,0.0444781
3.532e-06,1.8218,0.0412781
3.533e-06,1.80977,0.0368
3.534e-06,1.80977,0.0404781
3.535e-06,1.81781,0.0460781
3.536e-06,1.80977,0.0449594
3.537e-06,1.81383,0.0416
3.538e-06,1.80977,0.0385594
3.539e-06,1.81383,0.0406406
3.540e-06,1.80977,0.0428781
3.541e-06,1.80578,0.0419187
3.542e-06,1.81781,0.0379187
3.543e-06,1.80578,0.0408
3.544e-06,1.80977,0.0393594
3.545e-06,1.81383,0.0412781
3.546e-06,1.80977,0.0409594
3.547e-06,1.81383,0.0385594
3.548e-06,1.8018,0.0382406
3.549e-06,1.80977,0.0406406
3.550e-06,1.80977,0.0425594
3.551e-06,1.81383,0.0408
3.552e-06,1.81383,0.0414406
3.553e-06,1.81781,0.0412781
3.554e-06,1.80977,0.0408
3.555e-06,1.81383,0.0388812
3.556e-06,1.80977,0.0388812
3.557e-06,1.80977,0.0404781
3.558e-06,1.80578,0.0430375
3.559e-06,1.80977,0.0393594
3.560e-06,1.80578,0.0393594
3.561e-06,1.80977,0.0406406
3.562e-06,1.80578,0.0436781
3.563e-06,1.80977,0.0409594
3.564e-06,1.80977,0.0411187
3.565e-06,1.80977,0.0401594
3.566e-06,1.81781,0.0398406
3.567e-06,1.80578,0.0393594
3.568e-06,1.81781,0.0395187
3.569e-06,1.80977,0.0396781
3.570e-06,1.80977,0.0408
3.571e-06,1.81781,0.0404781
3.572e-06,1.80977,0.0403187
3.573e-06,1.8218,0.0403187
3.574e-06,1.81383,0.0427187
3.575e-06,1.81383,0.0416
3.576e-06,1.80578,0.0412781
3.577e-06,1.80977,0.0379187
3.578e-06,1.80578,0.0398406
3.579e-06,1.81383,0.0404781
3.580e-06,1.81383,0.0404781
3.581e-06,1.80977,0.0432
3.582e-06,1.80977,0.0403187
3.583e-06,1.80977,0.0379187
3.584e-06,1.81781,0.0409594
3.585e-06,1.80977,0.0412781
3.586e-06,1.80977,0.0403187
3.587e-06,1.81383,0.04
3.588e-06,1.81383,0.0377594
3.589e-06,1.80977,0.0398406
3.590e-06,1.8218,0.0414406
3.591e-06,1.81383,0.0404781
3.592e-06,1.80977,0.0377594
3.593e-06,1.80977,0.0420781
3.594e-06,1.80977,0.0419187
3.595e-06,1.81383,0.0411187
3.596e-06,1.80977,0.0387187
3.597e-06,1.80977,0.0390406
3.598e-06,1.80977,0.0392
3.599e-06,1.81383,0.0409594
3.600e-06,1.80977,0.0406406
3.601e-06,1.81383,0.0441594
3.602e-06,1.81781,0.0395187
3.603e-06,1.80977,0.0414406
3.604e-06,1.80977,0.0438375
3.605e-06,1.80977,0.0432
3.606e-06,1.81781,0.0401594
3.607e-06,1.80977,0.0404781
3.608e-06,1.81781,0.0403187
3.609e-06,1.8218,0.0414406
3.610e-06,1.80578,0.0409594
3.611e-06,1.80578,0.0392
3.612e-06,1.80977,0.0414406
3.613e-06,1.81383,0.0419187
3.614e-06,1.81383,0.0406406
3.615e-06,1.80977,0.0428781
3.616e-06,1.80977,0.0406406
3.617e-06,1.81383,0.0417594
3.618e-06,1.80578,0.0395187
3.619e-06,1.80578,0.0430375
3.620e-06,1.80578,0.0398406
3.621e-06,1.81383,0.0385594
3.622e-06,1.80977,0.0390406
3.623e-06,1.80977,0.04
3.624e-06,1.81383,0.0412781
3.625e-06,1.81383,0.0411187
3.626e-06,1.80977,0.0416
3.627e-06,1.81383,0.0409594
3.628e-06,1.81383,0.0428781
3.629e-06,1.80977,0.0451187
3.630e-06,1.81383,0.0436781
3.631e-06,1.80977,0.0414406
3.632e-06,1.81383,0.0435187
3.633e-06,1.80977,0.0424
3.634e-06,1.8018,0.0425594
3.635e-06,1.8018,0.0396781
3.636e-06,1.80977,0.0403187
3.637e-06,1.80578,0.0416
3.638e-06,1.80977,0.0449594
3.639e-06,1.81383,0.0419187
3.640e-06,1.80578,0.0376
3.641e-06,1.81781,0.0398406
3.642e-06,1.80578,0.0422375
3.643e-06,1.80578,0.0417594
3.644e-06,1.80578,0.0398406
3.645e-06,1.80578,0.0411187
3.646e-06,1.80578,0.0414406
3.647e-06,1.80977,0.0417594
3.648e-06,1.80977,0.0390406
3.649e-06,1.81781,0.0393594
3.650e-06,1.81781,0.0398406
3.651e-06,1.80977,0.0420781
3.652e-06,1.80977,0.0396781
3.653e-06,1.80977,0.0390406
3.654e-06,1.80977,0.0385594
3.655e-06,1.81383,0.0433594
3.656e-06,1.81781,0.0411187
3.657e-06,1.81383,0.0388812
3.658e-06,1.80977,0.0408
3.659e-06,1.81383,0.0411187
3.660e-06,1.81383,0.0420781
3.661e-06,1.81781,0.0417594
3.662e-06,1.8218,0.0384
3.663e-06,1.80977,0.0411187
3.664e-06,1.81383,0.0449594
3.665e-06,1.81383,0.0430375
3.666e-06,1.80977,0.0430375
3.667e-06,1.80578,0.0390406
3.668e-06,1.80578,0.0393594
3.669e-06,1.80578,0.0401594
3.670e-06,1.81383,0.0404781
3.671e-06,1.80977,0.0364812
3.672e-06,1.80977,0.0384
3.673e-06,1.80977,0.0401594
3.674e-06,1.81781,0.0432
3.675e-06,1.81781,0.0420781
3.676e-06,1.81383,0.0379187
3.677e-06,1.81383,0.0396781
3.678e-06,1.80578,0.0446375
3.679e-06,1.81383,0.0432
3.680e-06,1.81383,0.04
3.681e-06,1.81781,0.0366406
3.682e-06,1.80977,0.04
3.683e-06,1.81781,0.0393594
3.684e-06,1.81383,0.0419187
3.685e-06,1.80977,0.0414406
3.686e-06,1.81383,0.0427187
3.687e-06,1.81383,0.0424
3.688e-06,1.81383,0.0416
3.689e-06,1.81781,0.0355219
3.690e-06,1.80578,0.0364812
3.691e-06,1.80977,0.0385594
3.692e-06,1.80977,0.0374406
3.693e-06,1.81383,0.0387187
3.694e-06,1.8218,0.0403187
3.695e-06,1.80977,0.0403187
3.696e-06,1.81383,0.0406406
3.697e-06,1.81781,0.0441594
3.698e-06,1.81383,0.0411187
3.699e-06,1.81781,0.0408
3.700e-06,1.80977,0.0393594
3.701e-06,1.80977,0.0396781
3.702e-06,1.80578,0.0398406
3.703e-06,1.81383,0.0392
3.704e-06,1.81781,0.0408
3.705e-06,1.80977,0.0452781
3.706e-06,1.81781,0.0457594
3.707e-06,1.81383,0.0417594
3.708e-06,1.80977,0.0376
3.709e-06,1.80977,0.0392
3.710e-06,1.80977,0.0412781
3.711e-06,1.80977,0.0372812
3.712e-06,1.81383,0.0403187
3.713e-06,1.80977,0.0403187
3.714e-06,1.81781,0.0428781
3.715e-06,1.81383,0.0420781
3.716e-06,1.81383,0.0428781
3.717e-06,1.81383,0.0411187
3.718e-06,1.80578,0.0392
3.719e-06,1.81383,0.0419187
3.720e-06,1.80977,0.0387187
3.721e-06,1.81781,0.0384
3.722e-06,1.81383,0.0420781
3.723e-06,1.80977,0.0392
3.724e-06,1.82578,0.0396781
3.725e-06,1.80578,0.0396781
3.726e-06,1.80977,0.0406406
3.727e-06,1.8018,0.0388812
3.728e-06,1.8018,0.0393594
3.729e-06,1.80977,0.0396781
3.730e-06,1.80578,0.0380812
3.731e-06,1.81781,0.0379187
3.732e-06,1.80977,0.0398406
3.733e-06,1.80977,0.0398406
3.734e-06,1.80977,0.0406406
3.735e-06,1.80977,0.0451187
3.736e-06,1.80977,0.0403187
3.737e-06,1.81383,0.04
3.738e-06,1.80578,0.0403187
3.739e-06,1.81781,0.0396781
3.740e-06,1.81781,0.0393594
3.741e-06,1.80578,0.0390406
3.742e-06,1.80977,0.0408
3.743e-06,1.80977,0.0404781
3.744e-06,1.80977,0.0428781
3.745e-06,1.81383,0.0395187
3.746e-06,1.81781,0.0406406
3.747e-06,1.81383,0.0395187
3.748e-06,1.81781,0.0385594
3.749e-06,1.80578,0.0390406
3.750e-06,1.80977,0.0396781
3.751e-06,1.80977,0.0412781
3.752e-06,1.81781,0.0416
3.753e-06,1.80977,0.0449594
3.754e-06,1.80578,0.0419187
3.755e-06,1.80977,0.0433594
3.756e-06,1.80977,0.0416
3.757e-06,1.80977,0.0396781
3.758e-06,1.81383,0.0412781
3.759e-06,1.80977,0.0417594
3.760e-06,1.80977,0.0435187
3.761e-06,1.80977,0.0424
3.762e-06,1.81781,0.0419187
3.763e-06,1.80977,0.0455969
3.764e-06,1.81383,0.0427187
3.765e-06,1.80977,0.0414406
3.766e-06,1.80578,0.0425594
3.767e-06,1.80977,0.0398406
3.768e-06,1.81781,0.0384
3.769e-06,1.81383,0.0411187
3.770e-06,1.80977,0.0385594
3.771e-06,1.80578,0.0384
3.772e-06,1.80977,0.0411187
3.773e-06,1.81383,0.0408
3.774e-06,1.81383,0.0406406
3.775e-06,1.81383,0.0419187
3.776e-06,1.80977,0.0393594
3.777e-06,1.81383,0.0401594
3.778e-06,1.81383,0.0392
3.779e-06,1.80977,0.0403187
3.780e-06,1.80578,0.0424
3.781e-06,1.81383,0.0420781
3.782e-06,1.81781,0.0401594
3.783e-06,1.80977,0.0401594
3.784e-06,1.80578,0.0408
3.785e-06,1.80578,0.0404781
3.786e-06,1.80578,0.04
3.787e-06,1.81383,0.0404781
3.788e-06,1.81383,0.0408
3.789e-06,1.80578,0.0422375
3.790e-06,1.81383,0.0398406
3.791e-06,1.81781,0.0425594
3.792e-06,1.8218,0.0387187
3.793e-06,1.81383,0.0436781
3.794e-06,1.80977,0.0425594
3.795e-06,1.80977,0.0403187
3.796e-06,1.81383,0.0420781
3.797e-06,1.80977,0.0388812
3.798e-06,1.80977,0.0382406
3.799e-06,1.81383,0.0408
3.800e-06,1.81383,0.0388812
3.801e-06,1.80977,0.0409594
3.802e-06,1.81383,0.0411187
3.803e-06,1.81383,0.0404781
3.804e-06,1.81781,0.0446375
3.805e-06,1.81383,0.0403187
3.806e-06,1.80977,0.0380812
3.807e-06,1.81383,0.0396781
3.808e-06,1.81383,0.0403187
3.809e-06,1.80977,0.0438375
3.810e-06,1.81383,0.0432
3.811e-06,1.80578,0.0403187
3.812e-06,1.81781,0.0384
3.813e-06,1.80977,0.0395187
3.814e-06,1.81383,0.0395187
3.815e-06,1.80977,0.0425594
3.816e-06,1.80578,0.0382406
3.817e-06,1.80977,0.0379187
3.818e-06,1.80977,0.0409594
3.819e-06,1.81383,0.0412781
3.820e-06,1.80977,0.0409594
3.821e-06,1.8018,0.0424
3.822e-06,1.8218,0.0422375
3.823e-06,1.80977,0.0392
3.824e-06,1.81383,0.0416
3.825e-06,1.81383,0.0398406
3.826e-06,1.81383,0.0387187
3.827e-06,1.80977,0.0387187
3.828e-06,1.80578,0.0411187
3.829e-06,1.81781,0.0393594
3.830e-06,1.80977,0.0416
3.831e-06,1.80977,0.04
3.832e-06,1.81781,0.0380812
3.833e-06,1.81781,0.04
3.834e-06,1.80977,0.0408
3.835e-06,1.80578,0.0412781
3.836e-06,1.80977,0.0432
3.837e-06,1.81781,0.0427187
3.838e-06,1.80977,0.0409594
3.839e-06,1.81383,0.0433594
3.840e-06,1.81383,0.0401594
3.841e-06,1.80977,0.0396781
3.842e-06,1.80977,0.0366406
3.843e-06,1.80578,0.0412781
3.844e-06,1.80977,0.0411187
3.845e-06,1.80977,0.0382406
3.846e-06,1.80977,0.0371187
3.847e-06,1.81383,0.0388812
3.848e-06,1.80977,0.0404781
3.849e-06,1.81781,0.0435187
3.850e-06,1.81383,0.0396781
3.851e-06,1.80977,0.0417594
3.852e-06,1.80578,0.0385594
3.853e-06,1.80977,0.0387187
3.854e-06,1.81781,0.0390406
3.855e-06,1.81383,0.0411187
3.856e-06,1.80977,0.0427187
3.857e-06,1.80977,0.0432
3.858e-06,1.81781,0.0430375
3.859e-06,1.80977,0.0432
3.860e-06,1.81383,0.0377594
3.861e-06,1.80578,0.0358406
3.862e-06,1.80977,0.0350406
3.863e-06,1.81383,0.0368
3.864e-06,1.80977,0.0425594
3.865e-06,1.80977,0.0441594
3.866e-06,1.8018,0.0462375
3.867e-06,1.81383,0.0457594
3.868e-06,1.80578,0.0425594
3.869e-06,1.80977,0.0393594
3.870e-06,1.8018,0.0361594
3.871e-06,1.80977,0.0398406
3.872e-06,1.80977,0.0401594
3.873e-06,1.80977,0.0452781
3.874e-06,1.81383,0.0446375
3.875e-06,1.80977,0.0433594
3.876e-06,1.80977,0.0396781
3.877e-06,1.80977,0.0376
3.878e-06,1.81383,0.04
3.879e-06,1.81781,0.0404781
3.880e-06,1.80578,0.0430375
3.881e-06,1.80977,0.0406406
3.882e-06,1.80578,0.0432
3.883e-06,1.8018,0.0420781
3.884e-06,1.80578,0.0401594
3.885e-06,1.81383,0.0387187
3.886e-06,1.80977,0.0393594
3.887e-06,1.81383,0.0412781
3.888e-06,1.80977,0.0435187
3.889e-06,1.80977,0.0441594
3.890e-06,1.81383,0.0414406
3.891e-06,1.80977,0.0396781
3.892e-06,1.81383,0.0376
3.893e-06,1.80977,0.0372812
3.894e-06,1.80578,0.0408
3.895e-06,1.81383,0.0422375
3.896e-06,1.81383,0.0432
3.897e-06,1.81383,0.0417594
3.898e-06,1.80578,0.0409594
3.899e-06,1.8018,0.0404781
3.900e-06,1.80977,0.0377594
3.901e-06,1.81383,0.0387187
3.902e-06,1.80977,0.0404781
3.903e-06,1.81383,0.0396781
3.904e-06,1.80977,0.0384
3.905e-06,1.80578,0.0452781
3.906e-06,1.81781,0.0446375
3.907e-06,1.80977,0.0432
3.908e-06,1.80578,0.0411187
3.909e-06,1.80977,0.0390406
3.910e-06,1.81383,0.0395187
3.911e-06,1.80977,0.0408
3.912e-06,1.80977,0.0411187
3.913e-06,1.80578,0.0414406
3.914e-06,1.81383,0.0406406
3.915e-06,1.81383,0.0409594
3.916e-06,1.80578,0.0409594
3.917e-06,1.80578,0.0420781
3.918e-06,1.8018,0.0416
3.919e-06,1.80977,0.0411187
3.920e-06,1.80578,0.0401594
3.921e-06,1.81383,0.0404781
3.922e-06,1.81781,0.0398406
3.923e-06,1.80977,0.0417594
3.924e-06,1.80578,0.0436781
3.925e-06,1.80578,0.0403187
3.926e-06,1.80977,0.0435187
3.927e-06,1.81383,0.0416
3.928e-06,1.81383,0.0409594
3.929e-06,1.80977,0.0387187
3.930e-06,1.81383,0.0376
3.931e-06,1.80977,0.0380812
3.932e-06,1.80977,0.0393594
3.933e-06,1.80977,0.0414406
3.934e-06,1.80977,0.0398406
3.935e-06,1.80578,0.0403187
3.936e-06,1.80578,0.0417594
3.937e-06,1.81383,0.0398406
3.938e-06,1.81781,0.0403187
3.939e-06,1.81383,0.0363187
3.940e-06,1.80578,0.0385594
3.941e-06,1.80578,0.0406406
3.942e-06,1.80578,0.0416
3.943e-06,1.80977,0.0422375
3.944e-06,1.80977,0.0392
3.945e-06,1.80578,0.0412781
3.946e-06,1.79383,0.0385594
3.947e-06,1.80977,0.0411187
3.948e-06,1.81383,0.0406406
3.949e-06,1.80977,0.0390406
3.950e-06,1.80977,0.0411187
3.951e-06,1.81383,0.0395187
3.952e-06,1.81383,0.0412781
3.953e-06,1.80977,0.0424
3.954e-06,1.80977,0.0409594
3.955e-06,1.80578,0.0392
3.956e-06,1.81383,0.0380812
3.957e-06,1.81383,0.0401594
3.958e-06,1.80977,0.0384
3.959e-06,1.81383,0.0395187
3.960e-06,1.81781,0.0417594
3.961e-06,1.81383,0.044
3.962e-06,1.80578,0.0425594
3.963e-06,1.80578,0.0403187
3.964e-06,1.80578,0.0372812
3.965e-06,1.80977,0.0404781
