time	V(signal)	V(vout)
1.001862481170124e-07	-6.731028e-05	1.694415e-01
1.002274756136705e-07	-6.731122e-05	1.694415e-01
1.003099306069867e-07	-6.731311e-05	1.694415e-01
1.004748405936191e-07	-6.731688e-05	1.694415e-01
1.008046605668838e-07	-6.732442e-05	1.694414e-01
1.014643005134133e-07	-6.733950e-05	1.694414e-01
1.027835804064723e-07	-6.736966e-05	1.694415e-01
1.054221401925903e-07	-6.742993e-05	1.694418e-01
1.106992597648263e-07	-6.755030e-05	1.694429e-01
1.212534989092982e-07	-6.779033e-05	1.694452e-01
1.236949051592983e-07	-6.784569e-05	1.694459e-01
1.285777176592982e-07	-6.795632e-05	1.694474e-01
1.383433426592982e-07	-6.817697e-05	1.694512e-01
1.578745926592982e-07	-6.861582e-05	1.694637e-01
1.603159989092982e-07	-6.867042e-05	1.694657e-01
1.651988114092982e-07	-6.877951e-05	1.694696e-01
1.664195145342982e-07	-6.880674e-05	1.694705e-01
1.688609207842982e-07	-6.886119e-05	1.694724e-01
1.737437332842983e-07	-6.896992e-05	1.694760e-01
1.749644364092983e-07	-6.899705e-05	1.694769e-01
1.774058426592983e-07	-6.905131e-05	1.694786e-01
1.822886551592983e-07	-6.915967e-05	1.694821e-01
1.920542801592983e-07	-6.937576e-05	1.694895e-01
2.115855301592983e-07	-6.980537e-05	1.695084e-01
2.311167801592983e-07	-7.023154e-05	1.695307e-01
2.506480301592982e-07	-7.065424e-05	1.695545e-01
2.701792801592982e-07	-7.107343e-05	1.695799e-01
2.897105301592982e-07	-7.148908e-05	1.696066e-01
3.092417801592982e-07	-7.190117e-05	1.696342e-01
3.287730301592982e-07	-7.230968e-05	1.696625e-01
3.483042801592982e-07	-7.271458e-05	1.696913e-01
3.678355301592982e-07	-7.311586e-05	1.697204e-01
3.873667801592982e-07	-7.351350e-05	1.697495e-01
4.068980301592982e-07	-7.390749e-05	1.697787e-01
4.264292801592982e-07	-7.429782e-05	1.698076e-01
4.459605301592982e-07	-7.468449e-05	1.698363e-01
4.654917801592982e-07	-7.506750e-05	1.698646e-01
4.850230301592982e-07	-7.544683e-05	1.698923e-01
5.045542801592983e-07	-7.582249e-05	1.699196e-01
5.240855301592983e-07	-7.619448e-05	1.699461e-01
5.436167801592984e-07	-7.656281e-05	1.699720e-01
5.631480301592984e-07	-7.692748e-05	1.699971e-01
5.826792801592985e-07	-7.728850e-05	1.700214e-01
6.022105301592985e-07	-7.764586e-05	1.700448e-01
6.217417801592986e-07	-7.799960e-05	1.700674e-01
6.412730301592986e-07	-7.834971e-05	1.700892e-01
6.608042801592987e-07	-7.869621e-05	1.701100e-01
6.803355301592987e-07	-7.903911e-05	1.701299e-01
6.998667801592988e-07	-7.937843e-05	1.701489e-01
7.193980301592988e-07	-7.971418e-05	1.701670e-01
7.389292801592989e-07	-8.004637e-05	1.701842e-01
7.584605301592989e-07	-8.037504e-05	1.702004e-01
7.779917801592990e-07	-8.070019e-05	1.702157e-01
7.975230301592990e-07	-8.102184e-05	1.702301e-01
8.170542801592991e-07	-8.134003e-05	1.702436e-01
8.365855301592991e-07	-8.165475e-05	1.702562e-01
8.561167801592992e-07	-8.196604e-05	1.702680e-01
8.756480301592992e-07	-8.227392e-05	1.702788e-01
8.951792801592993e-07	-8.257842e-05	1.702888e-01
9.147105301592993e-07	-8.287955e-05	1.702980e-01
9.342417801592994e-07	-8.317734e-05	1.703064e-01
9.537730301592995e-07	-8.347182e-05	1.703140e-01
9.733042801592995e-07	-8.376301e-05	1.703208e-01
9.928355301592996e-07	-8.405092e-05	1.703269e-01
9.999999999999159e-07	-8.415572e-05	1.703289e-01
1.000059567863279e-06	-8.414943e-05	1.703289e-01
1.000178703590005e-06	-8.412250e-05	1.703290e-01
1.000416975043458e-06	-8.398266e-05	1.703290e-01
1.000891902837218e-06	-8.336202e-05	1.703292e-01
1.001841758424737e-06	-8.075512e-05	1.703295e-01
1.003741469599776e-06	-7.008318e-05	1.703303e-01
1.007540891949853e-06	-2.694127e-05	1.703322e-01
1.010000000000000e-06	1.645226e-05	1.703336e-01
1.013929987701581e-06	9.540001e-05	1.703363e-01
1.018111394480019e-06	1.791717e-04	1.703406e-01
1.024453634385348e-06	3.057899e-04	1.703523e-01
1.037138114196007e-06	5.574287e-04	1.704032e-01
1.056669364196007e-06	9.407694e-04	1.705783e-01
1.076200614196007e-06	1.319163e-03	1.709065e-01
1.095731864196007e-06	1.692679e-03	1.714282e-01
1.115263114196007e-06	2.061383e-03	1.721775e-01
1.134794364196007e-06	2.425342e-03	1.731832e-01
1.154325614196007e-06	2.784620e-03	1.744694e-01
1.173856864196007e-06	3.139281e-03	1.760559e-01
1.193388114196007e-06	3.489389e-03	1.779586e-01
1.212919364196007e-06	3.835005e-03	1.801901e-01
1.232450614196008e-06	4.176189e-03	1.827599e-01
1.251981864196008e-06	4.513002e-03	1.856749e-01
1.271513114196008e-06	4.845503e-03	1.889394e-01
1.291044364196008e-06	5.173749e-03	1.925558e-01
1.310575614196008e-06	5.497799e-03	1.965245e-01
1.330106864196008e-06	5.817707e-03	2.008442e-01
1.349638114196008e-06	6.133531e-03	2.055122e-01
1.369169364196008e-06	6.445323e-03	2.105245e-01
1.388700614196008e-06	6.753139e-03	2.158760e-01
1.408231864196008e-06	7.057031e-03	2.215606e-01
1.427763114196008e-06	7.357050e-03	2.275713e-01
1.447294364196008e-06	7.653249e-03	2.339004e-01
1.466825614196008e-06	7.945678e-03	2.405396e-01
1.486356864196008e-06	8.234387e-03	2.474802e-01
1.505888114196008e-06	8.519426e-03	2.547128e-01
1.525419364196008e-06	8.800842e-03	2.622278e-01
1.544950614196008e-06	9.078682e-03	2.700154e-01
1.564481864196008e-06	9.352995e-03	2.780654e-01
1.584013114196008e-06	9.623826e-03	2.863676e-01
1.603544364196008e-06	9.891222e-03	2.949115e-01
1.623075614196009e-06	1.015523e-02	3.036867e-01
1.642606864196009e-06	1.041588e-02	3.126827e-01
1.662138114196009e-06	1.067324e-02	3.218889e-01
1.681669364196009e-06	1.092734e-02	3.312951e-01
1.701200614196009e-06	1.117821e-02	3.408908e-01
1.720731864196009e-06	1.142592e-02	3.506657e-01
1.740263114196009e-06	1.167049e-02	3.606099e-01
1.759794364196009e-06	1.191196e-02	3.707131e-01
1.779325614196009e-06	1.215038e-02	3.809657e-01
1.798856864196009e-06	1.238579e-02	3.913579e-01
1.818388114196009e-06	1.261822e-02	4.018803e-01
1.837919364196009e-06	1.284772e-02	4.125236e-01
1.857450614196009e-06	1.307432e-02	4.232788e-01
1.876981864196009e-06	1.329806e-02	4.341371e-01
1.896513114196009e-06	1.351897e-02	4.450897e-01
1.916044364196009e-06	1.373710e-02	4.561284e-01
1.935575614196009e-06	1.395247e-02	4.672449e-01
1.955106864196009e-06	1.416513e-02	4.784314e-01
1.974638114196009e-06	1.437511e-02	4.896801e-01
1.994169364196010e-06	1.458244e-02	5.009837e-01
2.013700614196010e-06	1.478716e-02	5.123348e-01
2.033231864196010e-06	1.498929e-02	5.237266e-01
2.052763114196010e-06	1.518888e-02	5.351524e-01
2.072294364196010e-06	1.538596e-02	5.466055e-01
2.091825614196010e-06	1.558056e-02	5.580798e-01
2.111356864196010e-06	1.577270e-02	5.695693e-01
2.130888114196010e-06	1.596243e-02	5.810680e-01
2.150419364196010e-06	1.614977e-02	5.925705e-01
2.169950614196010e-06	1.633475e-02	6.040714e-01
2.189481864196010e-06	1.651741e-02	6.155656e-01
2.209013114196010e-06	1.669776e-02	6.270481e-01
2.228544364196010e-06	1.687586e-02	6.385142e-01
2.248075614196010e-06	1.705170e-02	6.499593e-01
2.267606864196010e-06	1.722534e-02	6.613793e-01
2.287138114196010e-06	1.739680e-02	6.727699e-01
2.306669364196010e-06	1.756610e-02	6.841273e-01
2.326200614196010e-06	1.773328e-02	6.954476e-01
2.345731864196010e-06	1.789835e-02	7.067274e-01
2.365263114196010e-06	1.806135e-02	7.179632e-01
2.384794364196011e-06	1.822230e-02	7.291518e-01
2.404325614196011e-06	1.838124e-02	7.402902e-01
2.423856864196011e-06	1.853817e-02	7.513754e-01
2.443388114196011e-06	1.869314e-02	7.624049e-01
2.462919364196011e-06	1.884616e-02	7.733759e-01
2.482450614196011e-06	1.899725e-02	7.842860e-01
2.501981864196011e-06	1.914646e-02	7.951329e-01
2.521513114196011e-06	1.929379e-02	8.059145e-01
2.541044364196011e-06	1.943927e-02	8.166287e-01
2.560575614196011e-06	1.958292e-02	8.272737e-01
2.580106864196011e-06	1.972477e-02	8.378476e-01
2.599638114196011e-06	1.986484e-02	8.483489e-01
2.619169364196011e-06	2.000316e-02	8.587759e-01
2.638700614196011e-06	2.013974e-02	8.691272e-01
2.658231864196011e-06	2.027461e-02	8.794015e-01
2.677763114196011e-06	2.040778e-02	8.895976e-01
2.697294364196011e-06	2.053929e-02	8.997144e-01
2.716825614196011e-06	2.066915e-02	9.097507e-01
2.736356864196011e-06	2.079738e-02	9.197057e-01
2.755888114196012e-06	2.092400e-02	9.295785e-01
2.775419364196012e-06	2.104903e-02	9.393684e-01
2.794950614196012e-06	2.117250e-02	9.490746e-01
2.814481864196012e-06	2.129442e-02	9.586965e-01
2.834013114196012e-06	2.141481e-02	9.682336e-01
2.853544364196012e-06	2.153369e-02	9.776855e-01
2.873075614196012e-06	2.165108e-02	9.870515e-01
2.892606864196012e-06	2.176701e-02	9.963316e-01
2.912138114196012e-06	2.188147e-02	1.005525e+00
2.931669364196012e-06	2.199451e-02	1.014633e+00
2.951200614196012e-06	2.210613e-02	1.023653e+00
2.970731864196012e-06	2.221635e-02	1.032587e+00
2.990263114196012e-06	2.232518e-02	1.041434e+00
3.009794364196012e-06	2.243266e-02	1.050193e+00
3.029325614196012e-06	2.253879e-02	1.058867e+00
3.048856864196012e-06	2.264359e-02	1.067453e+00
3.068388114196012e-06	2.274708e-02	1.075952e+00
3.087919364196012e-06	2.284927e-02	1.084365e+00
3.107450614196012e-06	2.295018e-02	1.092692e+00
3.126981864196012e-06	2.304983e-02	1.100932e+00
3.146513114196013e-06	2.314823e-02	1.109087e+00
3.166044364196013e-06	2.324539e-02	1.117156e+00
3.185575614196013e-06	2.334135e-02	1.125140e+00
3.205106864196013e-06	2.343610e-02	1.133039e+00
3.224638114196013e-06	2.352966e-02	1.140853e+00
3.244169364196013e-06	2.362205e-02	1.148583e+00
3.263700614196013e-06	2.371329e-02	1.156230e+00
3.283231864196013e-06	2.380338e-02	1.163793e+00
3.302763114196013e-06	2.389234e-02	1.171274e+00
3.322294364196013e-06	2.398019e-02	1.178672e+00
3.341825614196013e-06	2.406694e-02	1.185989e+00
3.361356864196013e-06	2.415261e-02	1.193224e+00
3.380888114196013e-06	2.423720e-02	1.200378e+00
3.400419364196013e-06	2.432074e-02	1.207452e+00
3.419950614196013e-06	2.440322e-02	1.214447e+00
3.439481864196013e-06	2.448468e-02	1.221363e+00
3.459013114196013e-06	2.456512e-02	1.228200e+00
3.478544364196013e-06	2.464455e-02	1.234959e+00
3.498075614196013e-06	2.472298e-02	1.241641e+00
3.517606864196013e-06	2.480044e-02	1.248246e+00
3.537138114196014e-06	2.487692e-02	1.254776e+00
3.556669364196014e-06	2.495245e-02	1.261230e+00
3.576200614196014e-06	2.502703e-02	1.267609e+00
3.595731864196014e-06	2.510068e-02	1.273914e+00
3.615263114196014e-06	2.517341e-02	1.280146e+00
3.634794364196014e-06	2.524523e-02	1.286305e+00
3.654325614196014e-06	2.531614e-02	1.292391e+00
3.673856864196014e-06	2.538617e-02	1.298407e+00
3.693388114196014e-06	2.545533e-02	1.304351e+00
3.712919364196014e-06	2.552362e-02	1.310226e+00
3.732450614196014e-06	2.559105e-02	1.316031e+00
3.751981864196014e-06	2.565764e-02	1.321767e+00
3.771513114196014e-06	2.572340e-02	1.327435e+00
3.791044364196014e-06	2.578834e-02	1.333035e+00
3.810575614196014e-06	2.585246e-02	1.338569e+00
3.830106864196014e-06	2.591578e-02	1.344037e+00
3.849638114196014e-06	2.597831e-02	1.349439e+00
3.869169364196014e-06	2.604005e-02	1.354777e+00
3.888700614196014e-06	2.610103e-02	1.360050e+00
3.908231864196014e-06	2.616124e-02	1.365260e+00
3.927763114196014e-06	2.622070e-02	1.370407e+00
3.947294364196014e-06	2.627941e-02	1.375493e+00
3.966825614196014e-06	2.633739e-02	1.380516e+00
3.986356864196014e-06	2.639464e-02	1.385479e+00
4.005888114196014e-06	2.645118e-02	1.390382e+00
4.025419364196014e-06	2.650701e-02	1.395225e+00
4.044950614196014e-06	2.656214e-02	1.400010e+00
4.064481864196015e-06	2.661658e-02	1.404736e+00
4.084013114196015e-06	2.667035e-02	1.409405e+00
4.103544364196015e-06	2.672344e-02	1.414017e+00
4.123075614196015e-06	2.677586e-02	1.418573e+00
4.142606864196015e-06	2.682763e-02	1.423073e+00
4.162138114196015e-06	2.687875e-02	1.427518e+00
4.181669364196015e-06	2.692923e-02	1.431908e+00
4.201200614196015e-06	2.697908e-02	1.436245e+00
4.220731864196015e-06	2.702831e-02	1.440529e+00
4.240263114196015e-06	2.707692e-02	1.444760e+00
4.259794364196015e-06	2.712492e-02	1.448939e+00
4.279325614196015e-06	2.717232e-02	1.453067e+00
4.298856864196015e-06	2.721913e-02	1.457144e+00
4.318388114196015e-06	2.726536e-02	1.461171e+00
4.337919364196015e-06	2.731100e-02	1.465149e+00
4.357450614196015e-06	2.735608e-02	1.469077e+00
4.376981864196015e-06	2.740059e-02	1.472957e+00
4.396513114196015e-06	2.744454e-02	1.476789e+00
4.416044364196015e-06	2.748795e-02	1.480574e+00
4.435575614196015e-06	2.753081e-02	1.484312e+00
4.455106864196016e-06	2.757313e-02	1.488004e+00
4.474638114196016e-06	2.761493e-02	1.491650e+00
4.494169364196016e-06	2.765620e-02	1.495251e+00
4.513700614196016e-06	2.769696e-02	1.498808e+00
4.533231864196016e-06	2.773721e-02	1.502320e+00
4.552763114196016e-06	2.777695e-02	1.505789e+00
4.572294364196016e-06	2.781620e-02	1.509215e+00
4.591825614196016e-06	2.785495e-02	1.512599e+00
4.611356864196016e-06	2.789323e-02	1.515940e+00
4.630888114196016e-06	2.793102e-02	1.519240e+00
4.650419364196016e-06	2.796834e-02	1.522500e+00
4.669950614196016e-06	2.800519e-02	1.525718e+00
4.689481864196016e-06	2.804158e-02	1.528897e+00
4.709013114196016e-06	2.807752e-02	1.532036e+00
4.728544364196016e-06	2.811301e-02	1.535137e+00
4.748075614196016e-06	2.814805e-02	1.538198e+00
4.767606864196016e-06	2.818266e-02	1.541222e+00
4.787138114196016e-06	2.821683e-02	1.544208e+00
4.806669364196016e-06	2.825058e-02	1.547157e+00
4.826200614196017e-06	2.828390e-02	1.550069e+00
4.845731864196017e-06	2.831681e-02	1.552945e+00
4.865263114196017e-06	2.834930e-02	1.555785e+00
4.884794364196017e-06	2.838139e-02	1.558590e+00
4.904325614196017e-06	2.841308e-02	1.561360e+00
4.923856864196017e-06	2.844437e-02	1.564095e+00
4.943388114196017e-06	2.847527e-02	1.566796e+00
4.962919364196017e-06	2.850578e-02	1.569464e+00
4.982450614196017e-06	2.853591e-02	1.572098e+00
5.001981864196017e-06	2.856567e-02	1.574700e+00
5.021513114196017e-06	2.859505e-02	1.577269e+00
5.041044364196017e-06	2.862407e-02	1.579806e+00
5.060575614196017e-06	2.865272e-02	1.582312e+00
5.080106864196017e-06	2.868101e-02	1.584786e+00
5.099638114196017e-06	2.870895e-02	1.587229e+00
5.119169364196017e-06	2.873654e-02	1.589642e+00
5.138700614196017e-06	2.876379e-02	1.592025e+00
5.158231864196017e-06	2.879069e-02	1.594378e+00
5.177763114196017e-06	2.881726e-02	1.596701e+00
5.197294364196017e-06	2.884350e-02	1.598996e+00
5.216825614196018e-06	2.886941e-02	1.601262e+00
5.236356864196018e-06	2.889499e-02	1.603500e+00
5.255888114196018e-06	2.892025e-02	1.605709e+00
5.275419364196018e-06	2.894520e-02	1.607891e+00
5.294950614196018e-06	2.896984e-02	1.610046e+00
5.314481864196018e-06	2.899417e-02	1.612174e+00
5.334013114196018e-06	2.901819e-02	1.614276e+00
5.353544364196018e-06	2.904191e-02	1.616351e+00
5.373075614196018e-06	2.906534e-02	1.618400e+00
5.392606864196018e-06	2.908847e-02	1.620424e+00
5.412138114196018e-06	2.911132e-02	1.622422e+00
5.431669364196018e-06	2.913388e-02	1.624396e+00
5.451200614196018e-06	2.915615e-02	1.626345e+00
5.470731864196018e-06	2.917815e-02	1.628269e+00
5.490263114196018e-06	2.919987e-02	1.630169e+00
5.509794364196018e-06	2.922133e-02	1.632046e+00
5.529325614196018e-06	2.924251e-02	1.633899e+00
5.548856864196018e-06	2.926343e-02	1.635729e+00
5.568388114196018e-06	2.928408e-02	1.637536e+00
5.587919364196019e-06	2.930448e-02	1.639321e+00
5.607450614196019e-06	2.932462e-02	1.641083e+00
5.626981864196019e-06	2.934452e-02	1.642823e+00
5.646513114196019e-06	2.936416e-02	1.644542e+00
5.666044364196019e-06	2.938356e-02	1.646239e+00
5.685575614196019e-06	2.940271e-02	1.647915e+00
5.705106864196019e-06	2.942162e-02	1.649570e+00
5.724638114196019e-06	2.944030e-02	1.651204e+00
5.744169364196019e-06	2.945875e-02	1.652817e+00
5.763700614196019e-06	2.947696e-02	1.654411e+00
5.783231864196019e-06	2.949495e-02	1.655985e+00
5.802763114196019e-06	2.951271e-02	1.657539e+00
5.822294364196019e-06	2.953025e-02	1.659073e+00
5.841825614196019e-06	2.954757e-02	1.660589e+00
5.861356864196019e-06	2.956467e-02	1.662085e+00
5.880888114196019e-06	2.958156e-02	1.663563e+00
5.900419364196019e-06	2.959824e-02	1.665022e+00
5.919950614196019e-06	2.961471e-02	1.666463e+00
5.939481864196019e-06	2.963097e-02	1.667886e+00
5.959013114196019e-06	2.964703e-02	1.669291e+00
5.978544364196020e-06	2.966289e-02	1.670679e+00
5.998075614196020e-06	2.967855e-02	1.672049e+00
6.017606864196020e-06	2.969402e-02	1.673402e+00
6.037138114196020e-06	2.970929e-02	1.674738e+00
6.056669364196020e-06	2.972437e-02	1.676058e+00
6.076200614196020e-06	2.973926e-02	1.677361e+00
6.095731864196020e-06	2.975397e-02	1.678648e+00
6.115263114196020e-06	2.976849e-02	1.679918e+00
6.134794364196020e-06	2.978283e-02	1.681173e+00
6.154325614196020e-06	2.979699e-02	1.682412e+00
6.173856864196020e-06	2.981097e-02	1.683636e+00
6.193388114196020e-06	2.982478e-02	1.684844e+00
6.212919364196020e-06	2.983842e-02	1.686037e+00
6.232450614196020e-06	2.985189e-02	1.687215e+00
6.251981864196020e-06	2.986518e-02	1.688379e+00
6.271513114196020e-06	2.987831e-02	1.689528e+00
6.291044364196020e-06	2.989128e-02	1.690662e+00
6.310575614196020e-06	2.990409e-02	1.691783e+00
6.330106864196020e-06	2.991673e-02	1.692889e+00
6.349638114196021e-06	2.992922e-02	1.693982e+00
6.369169364196021e-06	2.994155e-02	1.695060e+00
6.388700614196021e-06	2.995373e-02	1.696126e+00
6.408231864196021e-06	2.996575e-02	1.697178e+00
6.427763114196021e-06	2.997762e-02	1.698217e+00
6.447294364196021e-06	2.998935e-02	1.699243e+00
6.466825614196021e-06	3.000093e-02	1.700256e+00
6.486356864196021e-06	3.001236e-02	1.701256e+00
6.505888114196021e-06	3.002365e-02	1.702244e+00
6.525419364196021e-06	3.003480e-02	1.703220e+00
6.544950614196021e-06	3.004581e-02	1.704183e+00
6.564481864196021e-06	3.005668e-02	1.705135e+00
6.584013114196021e-06	3.006742e-02	1.706074e+00
6.603544364196021e-06	3.007802e-02	1.707002e+00
6.623075614196021e-06	3.008849e-02	1.707918e+00
6.642606864196021e-06	3.009883e-02	1.708823e+00
6.662138114196021e-06	3.010904e-02	1.709716e+00
6.681669364196021e-06	3.011912e-02	1.710598e+00
6.701200614196021e-06	3.012908e-02	1.711469e+00
6.720731864196021e-06	3.013891e-02	1.712329e+00
6.740263114196022e-06	3.014862e-02	1.713179e+00
6.759794364196022e-06	3.015820e-02	1.714018e+00
6.779325614196022e-06	3.016767e-02	1.714846e+00
6.798856864196022e-06	3.017702e-02	1.715664e+00
6.818388114196022e-06	3.018625e-02	1.716472e+00
6.837919364196022e-06	3.019537e-02	1.717270e+00
6.857450614196022e-06	3.020437e-02	1.718057e+00
6.876981864196022e-06	3.021326e-02	1.718835e+00
6.896513114196022e-06	3.022204e-02	1.719603e+00
6.916044364196022e-06	3.023071e-02	1.720362e+00
6.935575614196022e-06	3.023927e-02	1.721111e+00
6.955106864196022e-06	3.024772e-02	1.721851e+00
6.974638114196022e-06	3.025607e-02	1.722581e+00
6.994169364196022e-06	3.026431e-02	1.723302e+00
7.013700614196022e-06	3.027245e-02	1.724015e+00
7.033231864196022e-06	3.028049e-02	1.724718e+00
7.052763114196022e-06	3.028843e-02	1.725413e+00
7.072294364196022e-06	3.029626e-02	1.726099e+00
7.091825614196022e-06	3.030401e-02	1.726776e+00
7.111356864196023e-06	3.031165e-02	1.727445e+00
7.130888114196023e-06	3.031920e-02	1.728105e+00
7.150419364196023e-06	3.032665e-02	1.728757e+00
7.169950614196023e-06	3.033401e-02	1.729401e+00
7.189481864196023e-06	3.034128e-02	1.730038e+00
7.209013114196023e-06	3.034846e-02	1.730666e+00
7.228544364196023e-06	3.035554e-02	1.731286e+00
7.248075614196023e-06	3.036254e-02	1.731898e+00
7.267606864196023e-06	3.036945e-02	1.732503e+00
7.287138114196023e-06	3.037628e-02	1.733100e+00
7.306669364196023e-06	3.038302e-02	1.733690e+00
7.326200614196023e-06	3.038968e-02	1.734273e+00
7.345731864196023e-06	3.039625e-02	1.734848e+00
7.365263114196023e-06	3.040274e-02	1.735416e+00
7.384794364196023e-06	3.040915e-02	1.735976e+00
7.404325614196023e-06	3.041548e-02	1.736530e+00
7.423856864196023e-06	3.042173e-02	1.737077e+00
7.443388114196023e-06	3.042790e-02	1.737617e+00
7.462919364196023e-06	3.043399e-02	1.738151e+00
7.482450614196023e-06	3.044001e-02	1.738677e+00
7.501981864196024e-06	3.044595e-02	1.739197e+00
7.521513114196024e-06	3.045182e-02	1.739711e+00
7.541044364196024e-06	3.045762e-02	1.740218e+00
7.560575614196024e-06	3.046334e-02	1.740719e+00
7.580106864196024e-06	3.046899e-02	1.741213e+00
7.599638114196024e-06	3.047457e-02	1.741702e+00
7.619169364196024e-06	3.048008e-02	1.742184e+00
7.638700614196023e-06	3.048552e-02	1.742660e+00
7.658231864196022e-06	3.049090e-02	1.743130e+00
7.677763114196021e-06	3.049620e-02	1.743595e+00
7.697294364196021e-06	3.050144e-02	1.744053e+00
7.716825614196020e-06	3.050662e-02	1.744506e+00
7.736356864196019e-06	3.051173e-02	1.744954e+00
7.755888114196018e-06	3.051678e-02	1.745395e+00
7.775419364196017e-06	3.052176e-02	1.745831e+00
7.794950614196017e-06	3.052668e-02	1.746262e+00
7.814481864196016e-06	3.053154e-02	1.746687e+00
7.834013114196015e-06	3.053633e-02	1.747107e+00
7.853544364196014e-06	3.054107e-02	1.747522e+00
7.873075614196013e-06	3.054575e-02	1.747931e+00
7.892606864196013e-06	3.055037e-02	1.748336e+00
7.912138114196012e-06	3.055494e-02	1.748735e+00
7.931669364196011e-06	3.055944e-02	1.749129e+00
7.951200614196010e-06	3.056389e-02	1.749519e+00
7.970731864196010e-06	3.056828e-02	1.749903e+00
7.990263114196009e-06	3.057262e-02	1.750283e+00
8.009794364196008e-06	3.057691e-02	1.750658e+00
8.029325614196007e-06	3.058114e-02	1.751028e+00
8.048856864196006e-06	3.058532e-02	1.751394e+00
8.068388114196006e-06	3.058944e-02	1.751755e+00
8.087919364196005e-06	3.059352e-02	1.752112e+00
8.107450614196004e-06	3.059754e-02	1.752464e+00
8.126981864196003e-06	3.060151e-02	1.752811e+00
8.146513114196002e-06	3.060544e-02	1.753155e+00
8.166044364196002e-06	3.060931e-02	1.753494e+00
8.185575614196001e-06	3.061314e-02	1.753829e+00
8.205106864196000e-06	3.061691e-02	1.754159e+00
8.224638114195999e-06	3.062065e-02	1.754486e+00
8.244169364195998e-06	3.062433e-02	1.754808e+00
8.263700614195998e-06	3.062797e-02	1.755127e+00
8.283231864195997e-06	3.063156e-02	1.755441e+00
8.302763114195996e-06	3.063511e-02	1.755752e+00
8.322294364195995e-06	3.063861e-02	1.756058e+00
8.341825614195994e-06	3.064207e-02	1.756361e+00
8.361356864195994e-06	3.064549e-02	1.756660e+00
8.380888114195993e-06	3.064886e-02	1.756956e+00
8.400419364195992e-06	3.065219e-02	1.757247e+00
8.419950614195991e-06	3.065548e-02	1.757535e+00
8.439481864195990e-06	3.065873e-02	1.757819e+00
8.459013114195990e-06	3.066194e-02	1.758100e+00
8.478544364195989e-06	3.066510e-02	1.758377e+00
8.498075614195988e-06	3.066823e-02	1.758651e+00
8.517606864195987e-06	3.067132e-02	1.758922e+00
8.537138114195986e-06	3.067437e-02	1.759189e+00
8.556669364195986e-06	3.067738e-02	1.759452e+00
8.576200614195985e-06	3.068036e-02	1.759713e+00
8.595731864195984e-06	3.068330e-02	1.759970e+00
8.615263114195983e-06	3.068620e-02	1.760224e+00
8.634794364195982e-06	3.068906e-02	1.760474e+00
8.654325614195982e-06	3.069189e-02	1.760722e+00
8.673856864195981e-06	3.069468e-02	1.760967e+00
8.693388114195980e-06	3.069744e-02	1.761208e+00
8.712919364195979e-06	3.070016e-02	1.761446e+00
8.732450614195978e-06	3.070285e-02	1.761682e+00
8.751981864195978e-06	3.070551e-02	1.761914e+00
8.771513114195977e-06	3.070813e-02	1.762144e+00
8.791044364195976e-06	3.071072e-02	1.762371e+00
8.810575614195975e-06	3.071328e-02	1.762595e+00
8.830106864195974e-06	3.071580e-02	1.762816e+00
