Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-06,
Horizontal Delay,5.4e-06,
Sample Interval,2e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.02
Vertical Position,-1.98,-2.32
,,
,,
,,
Label,,
TIME,CH1,CH2
-6.7000e-07,0.308203,0.0234469
-6.6800e-07,0.306172,0.0220844
-6.6600e-07,0.306172,0.0253656
-6.6400e-07,0.308203,0.0284844
-6.6200e-07,0.312187,0.0260844
-6.6000e-07,0.312187,0.0248844
-6.5800e-07,0.314141,0.0224062
-6.5600e-07,0.318125,0.0244062
-6.5400e-07,0.312187,0.0248062
-6.5200e-07,0.314141,0.028325
-6.5000e-07,0.310156,0.0270437
-6.4800e-07,0.312187,0.0246437
-6.4600e-07,0.320156,0.023125
-6.4400e-07,0.316172,0.0250437
-6.4200e-07,0.320156,0.0244844
-6.4000e-07,0.322187,0.0260844
-6.3800e-07,0.328125,0.0265656
-6.3600e-07,0.326172,0.024725
-6.3400e-07,0.324141,0.023525
-6.3200e-07,0.328125,0.0244062
-6.3000e-07,0.334141,0.0278437
-6.2800e-07,0.330156,0.0289656
-6.2600e-07,0.330156,0.0274437
-6.2400e-07,0.334141,0.0261656
-6.2200e-07,0.336172,0.023125
-6.2000e-07,0.334141,0.0246437
-6.1800e-07,0.336172,0.0286437
-6.1600e-07,0.338125,0.0284844
-6.1400e-07,0.338125,0.0273656
-6.1200e-07,0.344141,0.0260062
-6.1000e-07,0.344141,0.0254437
-6.0800e-07,0.348125,0.0284031
-6.0600e-07,0.346172,0.0284031
-6.0400e-07,0.346172,0.0264062
-6.0200e-07,0.350156,0.0276031
-6.0000e-07,0.344141,0.0258437
-5.9800e-07,0.346172,0.0261656
-5.9600e-07,0.352187,0.0260844
-5.9400e-07,0.348125,0.0258437
-5.9200e-07,0.352187,0.0269656
-5.9000e-07,0.354141,0.0272844
-5.8800e-07,0.356172,0.0268844
-5.8600e-07,0.352187,0.026325
-5.8400e-07,0.356172,0.0276844
-5.8200e-07,0.352187,0.0240844
-5.8000e-07,0.360156,0.0288844
-5.7800e-07,0.358125,0.0297625
-5.7600e-07,0.364141,0.0288844
-5.7400e-07,0.364141,0.0277656
-5.7200e-07,0.366172,0.025525
-5.7000e-07,0.364141,0.0292844
-5.6800e-07,0.372188,0.0298437
-5.6600e-07,0.372188,0.0264062
-5.6400e-07,0.374141,0.0281656
-5.6200e-07,0.368125,0.0229656
-5.6000e-07,0.382109,0.0296031
-5.5800e-07,0.370156,0.029125
-5.5600e-07,0.378125,0.0249656
-5.5400e-07,0.378125,0.0250437
-5.5200e-07,0.378125,0.0256062
-5.5000e-07,0.384141,0.026325
-5.4800e-07,0.378125,0.0288031
-5.4600e-07,0.384141,0.0292031
-5.4400e-07,0.382109,0.027525
-5.4200e-07,0.386172,0.0253656
-5.4000e-07,0.386172,0.0274437
-5.3800e-07,0.390156,0.0300031
-5.3600e-07,0.390156,0.0269656
-5.3400e-07,0.392109,0.0276031
-5.3200e-07,0.396172,0.0276031
-5.3000e-07,0.400156,0.0260844
-5.2800e-07,0.392109,0.0277656
-5.2600e-07,0.398125,0.0284844
-5.2400e-07,0.392109,0.0285656
-5.2200e-07,0.406172,0.0268844
-5.2000e-07,0.408125,0.0284844
-5.1800e-07,0.400156,0.0289656
-5.1600e-07,0.406172,0.030725
-5.1400e-07,0.398125,0.0297625
-5.1200e-07,0.414141,0.029125
-5.1000e-07,0.402109,0.0288031
-5.0800e-07,0.408125,0.0290437
-5.0600e-07,0.418125,0.0280844
-5.0400e-07,0.410156,0.0293656
-5.0200e-07,0.410156,0.0286437
-5.0000e-07,0.418125,0.026725
-4.9800e-07,0.410156,0.0294437
-4.9600e-07,0.418125,0.029925
-4.9400e-07,0.422109,0.0294437
-4.9200e-07,0.418125,0.0305625
-4.9000e-07,0.416172,0.0298437
-4.8800e-07,0.420156,0.0264062
-4.8600e-07,0.426172,0.027525
-4.8400e-07,0.426172,0.0284844
-4.8200e-07,0.424141,0.0316844
-4.8000e-07,0.432109,0.0293656
-4.7800e-07,0.434141,0.0272844
-4.7600e-07,0.430156,0.0276844
-4.7400e-07,0.436172,0.0284031
-4.7200e-07,0.434141,0.0314437
-4.7000e-07,0.436172,0.0293656
-4.6800e-07,0.438125,0.0297625
-4.6600e-07,0.444141,0.0276844
-4.6400e-07,0.438125,0.0256062
-4.6200e-07,0.450156,0.029125
-4.6000e-07,0.448125,0.0292844
-4.5800e-07,0.444141,0.0297625
-4.5600e-07,0.448125,0.0288844
-4.5400e-07,0.448125,0.0245656
-4.5200e-07,0.454141,0.0288844
-4.5000e-07,0.456094,0.0298437
-4.4800e-07,0.460156,0.0308844
-4.4600e-07,0.458125,0.031525
-4.4400e-07,0.458125,0.0298437
-4.4200e-07,0.458125,0.0265656
-4.4000e-07,0.462109,0.0282437
-4.3800e-07,0.468125,0.031125
-4.3600e-07,0.460156,0.0321625
-4.3400e-07,0.468125,0.0312844
-4.3200e-07,0.464141,0.0292844
-4.3000e-07,0.470156,0.0294437
-4.2800e-07,0.472109,0.0262437
-4.2600e-07,0.472109,0.0320031
-4.2400e-07,0.476094,0.0320031
-4.2200e-07,0.474141,0.0317625
-4.2000e-07,0.476094,0.0289656
-4.1800e-07,0.478125,0.0264062
-4.1600e-07,0.476094,0.030325
-4.1400e-07,0.482109,0.0276844
-4.1200e-07,0.482109,0.0326437
-4.1000e-07,0.488125,0.030725
-4.0800e-07,0.484141,0.0306437
-4.0600e-07,0.492109,0.031125
-4.0400e-07,0.488125,0.0301625
-4.0200e-07,0.488125,0.0313625
-4.0000e-07,0.492109,0.0293656
-3.9800e-07,0.494141,0.0324844
-3.9600e-07,0.498125,0.0282437
-3.9400e-07,0.504141,0.0284844
-3.9200e-07,0.504141,0.0304844
-3.9000e-07,0.508125,0.0301625
-3.8800e-07,0.498125,0.031925
-3.8600e-07,0.504141,0.0284031
-3.8400e-07,0.504141,0.0326437
-3.8200e-07,0.504141,0.0306437
-3.8000e-07,0.508125,0.0310437
-3.7800e-07,0.500156,0.0309625
-3.7600e-07,0.504141,0.0290437
-3.7400e-07,0.516094,0.0305625
-3.7200e-07,0.508125,0.0305625
-3.7000e-07,0.512109,0.0317625
-3.6800e-07,0.518125,0.0340844
-3.6600e-07,0.520078,0.0327219
-3.6400e-07,0.520078,0.031525
-3.6200e-07,0.520078,0.0300844
-3.6000e-07,0.520078,0.0312031
-3.5800e-07,0.516094,0.0324031
-3.5600e-07,0.522109,0.0325625
-3.5400e-07,0.526094,0.0324031
-3.5200e-07,0.524141,0.0309625
-3.5000e-07,0.528125,0.030325
-3.4800e-07,0.530078,0.0324844
-3.4600e-07,0.528125,0.030725
-3.4400e-07,0.532109,0.0334437
-3.4200e-07,0.534141,0.029925
-3.4000e-07,0.544141,0.0316031
-3.3800e-07,0.544141,0.031525
-3.3600e-07,0.538125,0.0310437
-3.3400e-07,0.548125,0.031925
-3.3200e-07,0.548125,0.031925
-3.3000e-07,0.544141,0.0334437
-3.2800e-07,0.548125,0.0316844
-3.2600e-07,0.544141,0.029125
-3.2400e-07,0.552109,0.0359219
-3.2200e-07,0.548125,0.0330437
-3.2000e-07,0.552109,0.0334437
-3.1800e-07,0.558125,0.0304844
-3.1600e-07,0.556094,0.0328031
-3.1400e-07,0.560078,0.031525
-3.1200e-07,0.564141,0.0310437
-3.1000e-07,0.566094,0.0312844
-3.0800e-07,0.562109,0.0341625
-3.0600e-07,0.562109,0.030725
-3.0400e-07,0.558125,0.0322437
-3.0200e-07,0.568125,0.0320031
-3.0000e-07,0.572109,0.0328844
-2.9800e-07,0.576094,0.0332031
-2.9600e-07,0.576094,0.0322437
-2.9400e-07,0.584062,0.0304844
-2.9200e-07,0.576094,0.0316031
-2.9000e-07,0.582109,0.0332844
-2.8800e-07,0.584062,0.0324031
-2.8600e-07,0.586094,0.0332844
-2.8400e-07,0.584062,0.0328031
-2.8200e-07,0.586094,0.0325625
-2.8000e-07,0.584062,0.031525
-2.7800e-07,0.594062,0.0334437
-2.7600e-07,0.590078,0.0332031
-2.7400e-07,0.594062,0.0336844
-2.7200e-07,0.592109,0.0324844
-2.7000e-07,0.600078,0.0326437
-2.6800e-07,0.594062,0.0336844
-2.6600e-07,0.598125,0.0312031
-2.6400e-07,0.596094,0.0328844
-2.6200e-07,0.602109,0.0324031
-2.6000e-07,0.610078,0.031125
-2.5800e-07,0.604062,0.031525
-2.5600e-07,0.608125,0.0333625
-2.5400e-07,0.606094,0.0322437
-2.5200e-07,0.610078,0.0323219
-2.5000e-07,0.610078,0.0324031
-2.4800e-07,0.612109,0.031125
-2.4600e-07,0.616094,0.0336844
-2.4400e-07,0.624062,0.0320031
-2.4200e-07,0.618125,0.0322437
-2.4000e-07,0.616094,0.0331219
-2.3800e-07,0.626094,0.0301625
-2.3600e-07,0.618125,0.0323219
-2.3400e-07,0.624062,0.0330437
-2.3200e-07,0.624062,0.0332844
-2.3000e-07,0.624062,0.0334437
-2.2800e-07,0.628125,0.0321625
-2.2600e-07,0.632109,0.0312844
-2.2400e-07,0.632109,0.0352031
-2.2200e-07,0.634062,0.0318437
-2.2000e-07,0.636094,0.0330437
-2.1800e-07,0.630078,0.0329625
-2.1600e-07,0.638047,0.0333625
-2.1400e-07,0.640078,0.0316031
-2.1200e-07,0.638047,0.0314437
-2.1000e-07,0.640078,0.0330437
-2.0800e-07,0.644062,0.0327219
-2.0600e-07,0.642109,0.0308844
-2.0400e-07,0.650078,0.0329625
-2.0200e-07,0.650078,0.0324031
-2.0000e-07,0.648047,0.0339219
-1.9800e-07,0.650078,0.0346437
-1.9600e-07,0.654062,0.0301625
-1.9400e-07,0.654062,0.0338437
-1.9200e-07,0.654062,0.0325625
-1.9000e-07,0.660078,0.0320844
-1.8800e-07,0.664062,0.0331219
-1.8600e-07,0.664062,0.0326437
-1.8400e-07,0.664062,0.0335219
-1.8200e-07,0.662109,0.0330437
-1.8000e-07,0.668047,0.031125
-1.7800e-07,0.668047,0.0327219
-1.7600e-07,0.672109,0.0342437
-1.7400e-07,0.670078,0.0342437
-1.7200e-07,0.670078,0.0301625
-1.7000e-07,0.672109,0.0316031
-1.6800e-07,0.672109,0.0345625
-1.6600e-07,0.674063,0.0310437
-1.6400e-07,0.680078,0.0329625
-1.6200e-07,0.680078,0.0344031
-1.6000e-07,0.678047,0.0332844
-1.5800e-07,0.684063,0.0332844
-1.5600e-07,0.684063,0.0320031
-1.5400e-07,0.684063,0.0345625
-1.5200e-07,0.690078,0.0345625
-1.5000e-07,0.688047,0.0332031
-1.4800e-07,0.692109,0.0325625
-1.4600e-07,0.694063,0.0308844
-1.4400e-07,0.692109,0.0351219
-1.4200e-07,0.692109,0.0318437
-1.4000e-07,0.698047,0.0354437
-1.3800e-07,0.694063,0.0331219
-1.3600e-07,0.700078,0.0324031
-1.3400e-07,0.708047,0.031525
-1.3200e-07,0.696094,0.0336844
-1.3000e-07,0.700078,0.0342437
-1.2800e-07,0.706094,0.0364031
-1.2600e-07,0.712031,0.0330437
-1.2400e-07,0.712031,0.0343219
-1.2200e-07,0.712031,0.0334437
-1.2000e-07,0.710078,0.0341625
-1.1800e-07,0.716094,0.0347219
-1.1600e-07,0.714063,0.0354437
-1.1400e-07,0.720078,0.0341625
-1.1200e-07,0.722031,0.0352031
-1.1000e-07,0.726094,0.031525
-1.0800e-07,0.726094,0.0328031
-1.0600e-07,0.726094,0.0324031
-1.0400e-07,0.728047,0.0341625
-1.0200e-07,0.730078,0.0345625
-1.0000e-07,0.734063,0.0344844
-9.8000e-08,0.726094,0.0335219
-9.6000e-08,0.730078,0.0330437
-9.4000e-08,0.732031,0.0329625
-9.2000e-08,0.732031,0.0345625
-9.0000e-08,0.742031,0.0328844
-8.8000e-08,0.738047,0.0305625
-8.6000e-08,0.742031,0.0332844
-8.4000e-08,0.742031,0.0340031
-8.2000e-08,0.748047,0.0331219
-8.0000e-08,0.750078,0.0329625
-7.8000e-08,0.748047,0.0328844
-7.6000e-08,0.748047,0.0335219
-7.4000e-08,0.752031,0.0344844
-7.2000e-08,0.750078,0.0348031
-7.0000e-08,0.752031,0.0350437
-6.8000e-08,0.752031,0.0344844
-6.6000e-08,0.754062,0.0336844
-6.4000e-08,0.752031,0.0332031
-6.2000e-08,0.758047,0.0324031
-6.0000e-08,0.760078,0.0335219
-5.8000e-08,0.762031,0.0339219
-5.6000e-08,0.762031,0.0333625
-5.4000e-08,0.764062,0.0343219
-5.2000e-08,0.766016,0.0359219
-5.0000e-08,0.770078,0.0338437
-4.8000e-08,0.776016,0.0336031
-4.6000e-08,0.772031,0.0338437
-4.4000e-08,0.778047,0.0341625
-4.2000e-08,0.774062,0.0336844
-4.0000e-08,0.780078,0.031525
-3.8000e-08,0.782031,0.0365625
-3.6000e-08,0.776016,0.0347219
-3.4000e-08,0.780078,0.0346437
-3.2000e-08,0.782031,0.0325625
-3.0000e-08,0.780078,0.0320844
-2.8000e-08,0.782031,0.0337625
-2.6000e-08,0.784062,0.0336031
-2.4000e-08,0.786016,0.0336031
-2.2000e-08,0.784062,0.0314437
-2.0000e-08,0.792031,0.0329625
-1.8000e-08,0.792031,0.0352031
-1.6000e-08,0.788047,0.0334437
-1.4000e-08,0.790078,0.0339219
-1.2000e-08,0.804063,0.0300031
-1.0000e-08,0.792031,0.0322437
-8.0000e-09,0.800078,0.0342437
-6.0000e-09,0.804063,0.0337625
-4.0000e-09,0.806016,0.0350437
-2.0000e-09,0.804063,0.0320844
0.0000e+00,0.804063,0.0326437
2.0000e-09,0.806016,0.0334437
4.0000e-09,0.810078,0.0343219
6.0000e-09,0.810078,0.0339219
8.0000e-09,0.808047,0.0317625
1.0000e-08,0.816016,0.0316844
1.2000e-08,0.816016,0.0332844
1.4000e-08,0.820078,0.0332031
1.6000e-08,0.816016,0.0354437
1.8000e-08,0.828047,0.0324844
2.0000e-08,0.822031,0.0332031
2.2000e-08,0.820078,0.0330437
2.4000e-08,0.824062,0.0330437
2.6000e-08,0.822031,0.0324844
2.8000e-08,0.828047,0.0330437
3.0000e-08,0.83,0.0330437
3.2000e-08,0.824062,0.0343219
3.4000e-08,0.832031,0.0316844
3.6000e-08,0.832031,0.0336844
3.8000e-08,0.832031,0.031125
4.0000e-08,0.834062,0.0324844
4.2000e-08,0.834062,0.0347219
4.4000e-08,0.84,0.0334437
4.6000e-08,0.838047,0.0325625
4.8000e-08,0.844062,0.0317625
5.0000e-08,0.842031,0.0336844
5.2000e-08,0.848047,0.0348812
5.4000e-08,0.848047,0.0349625
5.6000e-08,0.846016,0.0336031
5.8000e-08,0.848047,0.0336844
6.0000e-08,0.85,0.0334437
6.2000e-08,0.852031,0.0352812
6.4000e-08,0.854062,0.0351219
6.6000e-08,0.848047,0.0331219
6.8000e-08,0.854062,0.0347219
7.0000e-08,0.854062,0.0329625
7.2000e-08,0.854062,0.0348812
7.4000e-08,0.858047,0.0362437
7.6000e-08,0.862031,0.0350437
7.8000e-08,0.856016,0.0349625
8.0000e-08,0.864062,0.0333625
8.2000e-08,0.864062,0.0354437
8.4000e-08,0.862031,0.0363219
8.6000e-08,0.864062,0.0324031
8.8000e-08,0.87,0.0347219
9.0000e-08,0.874062,0.0336844
9.2000e-08,0.876016,0.0336031
9.4000e-08,0.868047,0.0340844
9.6000e-08,0.872031,0.0351219
9.8000e-08,0.874062,0.0367219
1.0000e-07,0.88,0.0360812
1.0200e-07,0.882031,0.0352031
1.0400e-07,0.88,0.0333625
1.0600e-07,0.88,0.0360812
1.0800e-07,0.884062,0.0364812
1.1000e-07,0.882031,0.0332031
1.1200e-07,0.89,0.0352031
1.1400e-07,0.893984,0.0345625
1.1600e-07,0.89,0.0342437
1.1800e-07,0.893984,0.0337625
1.2000e-07,0.898047,0.0347219
1.2200e-07,0.896016,0.0336844
1.2400e-07,0.892031,0.0348031
1.2600e-07,0.898047,0.0341625
1.2800e-07,0.9,0.0330437
1.3000e-07,0.902031,0.0335219
1.3200e-07,0.903984,0.0351219
1.3400e-07,0.902031,0.0338437
1.3600e-07,0.912031,0.0332844
1.3800e-07,0.908047,0.0329625
1.4000e-07,0.903984,0.0342437
1.4200e-07,0.906016,0.0344031
1.4400e-07,0.908047,0.0334437
1.4600e-07,0.91,0.0340844
1.4800e-07,0.906016,0.0336031
1.5000e-07,0.908047,0.0348031
1.5200e-07,0.912031,0.0330437
1.5400e-07,0.916016,0.0335219
1.5600e-07,0.916016,0.0349625
1.5800e-07,0.916016,0.0345625
1.6000e-07,0.913984,0.0336031
1.6200e-07,0.923984,0.0332844
1.6400e-07,0.922031,0.031925
1.6600e-07,0.926016,0.0356812
1.6800e-07,0.926016,0.0335219
1.7000e-07,0.926016,0.0348812
1.7200e-07,0.932031,0.0352031
1.7400e-07,0.93,0.030325
1.7600e-07,0.93,0.0339219
1.7800e-07,0.928047,0.0332031
1.8000e-07,0.93,0.0364812
1.8200e-07,0.93,0.0340844
1.8400e-07,0.936016,0.0318437
1.8600e-07,0.932031,0.0375219
1.8800e-07,0.933984,0.0320844
1.9000e-07,0.932031,0.0353625
1.9200e-07,0.94,0.0358437
1.9400e-07,0.942031,0.0327219
1.9600e-07,0.938047,0.0352812
1.9800e-07,0.948047,0.0321625
2.0000e-07,0.943984,0.0364812
2.0200e-07,0.948047,0.0328844
2.0400e-07,0.946016,0.0359219
2.0600e-07,0.95,0.0332031
2.0800e-07,0.948047,0.0336844
2.1000e-07,0.956016,0.0374406
2.1200e-07,0.952031,0.0330437
2.1400e-07,0.95,0.0345625
2.1600e-07,0.956016,0.0332844
2.1800e-07,0.957969,0.0339219
2.2000e-07,0.957969,0.0350437
2.2200e-07,0.957969,0.0345625
2.2400e-07,0.962031,0.0350437
2.2600e-07,0.962031,0.0328031
2.2800e-07,0.963984,0.0337625
2.3000e-07,0.966016,0.0362437
2.3200e-07,0.966016,0.0353625
2.3400e-07,0.966016,0.0363219
2.3600e-07,0.963984,0.0325625
2.3800e-07,0.96,0.0340031
2.4000e-07,0.97,0.0339219
2.4200e-07,0.967969,0.0322437
2.4400e-07,0.97,0.0344031
2.4600e-07,0.97,0.0344031
2.4800e-07,0.97,0.0345625
2.5000e-07,0.967969,0.0340031
2.5200e-07,0.97,0.0344031
2.5400e-07,0.97,0.0341625
2.5600e-07,0.976016,0.0364812
2.5800e-07,0.972031,0.0336031
2.6000e-07,0.97,0.0330437
2.6200e-07,0.976016,0.0345625
2.6400e-07,0.973984,0.0368812
2.6600e-07,0.973984,0.0332031
2.6800e-07,0.973984,0.0359219
2.7000e-07,0.98,0.0352031
2.7200e-07,0.976016,0.0340844
2.7400e-07,0.976016,0.0345625
2.7600e-07,0.976016,0.0340031
2.7800e-07,0.983984,0.0362437
2.8000e-07,0.98,0.0335219
2.8200e-07,0.986016,0.0342437
2.8400e-07,0.987969,0.0338437
2.8600e-07,0.987969,0.0339219
2.8800e-07,0.99,0.0343219
2.9000e-07,0.99,0.0335219
2.9200e-07,0.987969,0.0351219
2.9400e-07,0.987969,0.0335219
2.9600e-07,0.99,0.0335219
2.9800e-07,1,0.0356812
3.0000e-07,0.99,0.0360031
3.0200e-07,0.987969,0.0348812
3.0400e-07,0.993984,0.0329625
3.0600e-07,0.996016,0.0343219
3.0800e-07,1,0.0345625
3.1000e-07,0.996016,0.0354437
3.1200e-07,1,0.0370437
3.1400e-07,1.00203,0.0318437
3.1600e-07,0.997969,0.0327219
3.1800e-07,1.00797,0.0351219
3.2000e-07,1.00398,0.0354437
3.2200e-07,1,0.0353625
3.2400e-07,1,0.0351219
3.2600e-07,1.00602,0.0356031
3.2800e-07,1.00797,0.0321625
3.3000e-07,1.01203,0.0358437
3.3200e-07,1.00602,0.0363219
3.3400e-07,1.01602,0.0356031
3.3600e-07,1.01,0.0360031
3.3800e-07,1.01398,0.0337625
3.4000e-07,1.01203,0.0350437
3.4200e-07,1.01797,0.0340031
3.4400e-07,1.01797,0.0340031
3.4600e-07,1.01797,0.0362437
3.4800e-07,1.01797,0.0340844
3.5000e-07,1.01398,0.0339219
3.5200e-07,1.01797,0.0336031
3.5400e-07,1.01203,0.0339219
3.5600e-07,1.02602,0.0367219
3.5800e-07,1.02797,0.0372031
3.6000e-07,1.01602,0.0369625
3.6200e-07,1.02797,0.0344031
3.6400e-07,1.02602,0.0351219
3.6600e-07,1.02602,0.0340031
3.6800e-07,1.03,0.0360031
3.7000e-07,1.03,0.0352031
3.7200e-07,1.03,0.0368812
3.7400e-07,1.04,0.0346437
3.7600e-07,1.03602,0.0349625
3.7800e-07,1.03398,0.0341625
3.8000e-07,1.03602,0.0362437
3.8200e-07,1.03398,0.0353625
3.8400e-07,1.03398,0.0365625
3.8600e-07,1.04195,0.0362437
3.8800e-07,1.04195,0.0353625
3.9000e-07,1.04,0.0350437
3.9200e-07,1.04602,0.0352031
3.9400e-07,1.04797,0.0356031
3.9600e-07,1.04195,0.0366437
3.9800e-07,1.04398,0.0359219
4.0000e-07,1.04602,0.0346437
4.0200e-07,1.04602,0.0346437
4.0400e-07,1.04398,0.0359219
4.0600e-07,1.05398,0.0379219
4.0800e-07,1.05195,0.0367219
4.1000e-07,1.05,0.0355219
4.1200e-07,1.04797,0.0348812
4.1400e-07,1.05398,0.0330437
4.1600e-07,1.05195,0.0364031
4.1800e-07,1.06,0.0387219
4.2000e-07,1.06398,0.0356031
4.2200e-07,1.05797,0.0333625
4.2400e-07,1.06602,0.0355219
4.2600e-07,1.05398,0.0345625
4.2800e-07,1.06195,0.0364031
4.3000e-07,1.07,0.0369625
4.3200e-07,1.06797,0.0388031
4.3400e-07,1.06602,0.0360812
4.3600e-07,1.06602,0.0331219
4.3800e-07,1.07,0.0336031
4.4000e-07,1.07,0.0375219
4.4200e-07,1.07195,0.0381625
4.4400e-07,1.07,0.0360812
4.4600e-07,1.07195,0.0352031
4.4800e-07,1.07,0.0356812
4.5000e-07,1.07398,0.0356031
4.5200e-07,1.07398,0.0337625
4.5400e-07,1.07602,0.0391219
4.5600e-07,1.07797,0.0362437
4.5800e-07,1.08,0.0371219
4.6000e-07,1.07797,0.0376812
4.6200e-07,1.08,0.0342437
4.6400e-07,1.08797,0.0364031
4.6600e-07,1.08,0.0372031
4.6800e-07,1.08398,0.0368031
4.7000e-07,1.08,0.0364812
4.7200e-07,1.08797,0.0353625
4.7400e-07,1.08398,0.0357625
4.7600e-07,1.09,0.0333625
4.7800e-07,1.08797,0.0352031
4.8000e-07,1.08602,0.0388812
4.8200e-07,1.08797,0.0385625
4.8400e-07,1.09,0.0380031
4.8600e-07,1.09195,0.0336031
4.8800e-07,1.09594,0.0317625
4.9000e-07,1.09594,0.0362437
4.9200e-07,1.09594,0.0364031
4.9400e-07,1.09,0.0347219
4.9600e-07,1.09797,0.0362437
4.9800e-07,1.1,0.0344844
5.0000e-07,1.1,0.0340844
5.0200e-07,1.1,0.0356031
5.0400e-07,1.10195,0.0379219
5.0600e-07,1.1,0.0373625
5.0800e-07,1.10398,0.0347219
5.1000e-07,1.10797,0.0360812
5.1200e-07,1.10398,0.0330437
5.1400e-07,1.09594,0.0341625
5.1600e-07,1.11,0.0365625
5.1800e-07,1.10797,0.0378406
5.2000e-07,1.10797,0.0372031
5.2200e-07,1.11594,0.0353625
5.2400e-07,1.11594,0.0362437
5.2600e-07,1.12398,0.0360812
5.2800e-07,1.11195,0.0351219
5.3000e-07,1.11,0.0380031
5.3200e-07,1.11398,0.0375219
5.3400e-07,1.12,0.0349625
5.3600e-07,1.11195,0.0348031
5.3800e-07,1.11398,0.0357625
5.4000e-07,1.12195,0.0363219
5.4200e-07,1.11797,0.0369625
5.4400e-07,1.12398,0.0384812
5.4600e-07,1.12398,0.0380812
5.4800e-07,1.12398,0.0364031
5.5000e-07,1.12398,0.0347219
5.5200e-07,1.13,0.0361625
5.5400e-07,1.12797,0.0396031
5.5600e-07,1.13195,0.0382406
5.5800e-07,1.13,0.0355219
5.6000e-07,1.13195,0.0346437
5.6200e-07,1.13594,0.0350437
5.6400e-07,1.13398,0.0388031
5.6600e-07,1.13195,0.0361625
5.6800e-07,1.13195,0.0368812
5.7000e-07,1.13594,0.0372812
5.7200e-07,1.14,0.0357625
5.7400e-07,1.13594,0.0368812
5.7600e-07,1.13398,0.0360031
5.7800e-07,1.14195,0.0368812
5.8000e-07,1.13398,0.0379219
5.8200e-07,1.13594,0.0379219
5.8400e-07,1.14398,0.0375219
5.8600e-07,1.13594,0.0358437
5.8800e-07,1.14594,0.0363219
5.9000e-07,1.14594,0.0364812
5.9200e-07,1.15,0.0371219
5.9400e-07,1.14797,0.0385625
5.9600e-07,1.14195,0.0382406
5.9800e-07,1.15,0.0353625
6.0000e-07,1.14195,0.0352031
6.0200e-07,1.14594,0.0364812
6.0400e-07,1.15195,0.0354437
6.0600e-07,1.15594,0.0384031
6.0800e-07,1.15992,0.0364031
6.1000e-07,1.15797,0.0332844
6.1200e-07,1.15992,0.0360031
6.1400e-07,1.15594,0.0348812
6.1600e-07,1.16195,0.0366437
6.1800e-07,1.15594,0.0375219
6.2000e-07,1.15594,0.0358437
6.2200e-07,1.15398,0.0356812
6.2400e-07,1.15992,0.0372031
6.2600e-07,1.15797,0.0372031
6.2800e-07,1.16992,0.0365625
6.3000e-07,1.16398,0.0349625
6.3200e-07,1.16398,0.0393625
6.3400e-07,1.16398,0.0386406
6.3600e-07,1.16398,0.0373625
6.3800e-07,1.16797,0.0362437
6.4000e-07,1.16992,0.0351219
6.4200e-07,1.16797,0.0380031
6.4400e-07,1.16594,0.0376812
6.4600e-07,1.17195,0.0373625
6.4800e-07,1.17797,0.0372031
6.5000e-07,1.17992,0.0356812
6.5200e-07,1.17398,0.0372031
6.5400e-07,1.17398,0.0370437
6.5600e-07,1.17195,0.0405625
6.5800e-07,1.17992,0.0373625
6.6000e-07,1.17992,0.0360812
6.6200e-07,1.17398,0.0360812
6.6400e-07,1.17992,0.0362437
6.6600e-07,1.17992,0.0415219
6.6800e-07,1.17992,0.0378406
6.7000e-07,1.18594,0.0364031
6.7200e-07,1.18797,0.0370437
6.7400e-07,1.18398,0.0372031
6.7600e-07,1.18195,0.0388812
6.7800e-07,1.18797,0.0374406
6.8000e-07,1.18992,0.0413625
6.8200e-07,1.18797,0.0396031
6.8400e-07,1.19797,0.0348031
6.8600e-07,1.19398,0.0344844
6.8800e-07,1.18992,0.0359219
6.9000e-07,1.19195,0.0403219
6.9200e-07,1.18992,0.0401625
6.9400e-07,1.19195,0.0388812
6.9600e-07,1.18797,0.0381625
6.9800e-07,1.19398,0.0340844
7.0000e-07,1.19398,0.0374406
7.0200e-07,1.19992,0.0398406
7.0400e-07,1.20594,0.0411219
7.0600e-07,1.19992,0.0391219
7.0800e-07,1.20797,0.0357625
7.1000e-07,1.19992,0.0362437
7.1200e-07,1.20398,0.0390406
7.1400e-07,1.20398,0.0387219
7.1600e-07,1.20992,0.0394406
7.1800e-07,1.20992,0.0385625
7.2000e-07,1.20992,0.0404
7.2200e-07,1.20992,0.0376812
7.2400e-07,1.20992,0.0362437
7.2600e-07,1.21398,0.0364031
7.2800e-07,1.21195,0.0379219
7.3000e-07,1.21398,0.0397625
7.3200e-07,1.22195,0.0410406
7.3400e-07,1.21594,0.0385625
7.3600e-07,1.21398,0.0354437
7.3800e-07,1.22195,0.0365625
7.4000e-07,1.21797,0.0362437
7.4200e-07,1.21195,0.0398406
7.4400e-07,1.21195,0.0397625
7.4600e-07,1.22391,0.0364812
7.4800e-07,1.22195,0.0336031
7.5000e-07,1.21992,0.0355219
7.5200e-07,1.22391,0.0387219
7.5400e-07,1.21797,0.0412812
7.5600e-07,1.22391,0.0410406
