time	V(vout)
8.925528179822180e-06	1.790984e-01
8.925680767712805e-06	1.790975e-01
8.925718914685461e-06	1.790972e-01
8.925795208630774e-06	1.790968e-01
8.925814282117102e-06	1.790967e-01
8.925852429089758e-06	1.790964e-01
8.925861965832922e-06	1.790964e-01
8.925881039319249e-06	1.790963e-01
8.925919186291906e-06	1.790960e-01
8.925995480237219e-06	1.790956e-01
8.926148068127843e-06	1.790946e-01
8.926186215100499e-06	1.790944e-01
8.926262509045812e-06	1.790939e-01
8.926415096936437e-06	1.790930e-01
8.926453243909093e-06	1.790928e-01
8.926529537854406e-06	1.790923e-01
8.926682125745031e-06	1.790914e-01
8.926720272717687e-06	1.790911e-01
8.926796566663000e-06	1.790907e-01
8.926949154553624e-06	1.790898e-01
8.926987301526281e-06	1.790895e-01
8.927063595471594e-06	1.790891e-01
8.927216183362218e-06	1.790882e-01
8.927254330334875e-06	1.790879e-01
8.927330624280188e-06	1.790875e-01
8.927483212170812e-06	1.790866e-01
8.927521359143468e-06	1.790863e-01
8.927597653088781e-06	1.790859e-01
8.927616726575109e-06	1.790857e-01
8.927654873547765e-06	1.790855e-01
8.927731167493078e-06	1.790851e-01
8.927883755383703e-06	1.790842e-01
8.927921902356359e-06	1.790839e-01
8.927998196301672e-06	1.790835e-01
8.928150784192296e-06	1.790825e-01
8.928188931164953e-06	1.790823e-01
8.928265225110266e-06	1.790818e-01
8.928417813000890e-06	1.790809e-01
8.928455959973547e-06	1.790807e-01
8.928465496716711e-06	1.790806e-01
8.928484570203038e-06	1.790805e-01
8.928489338574620e-06	1.790805e-01
8.928498875317783e-06	1.790804e-01
8.928517948804111e-06	1.790803e-01
8.928556095776767e-06	1.790801e-01
8.928632389722080e-06	1.790796e-01
8.928784977612705e-06	1.790787e-01
8.928823124585361e-06	1.790785e-01
8.928899418530674e-06	1.790780e-01
8.928918492017002e-06	1.790779e-01
8.928956638989658e-06	1.790777e-01
8.929032932934971e-06	1.790772e-01
8.929185520825595e-06	1.790763e-01
8.929223667798252e-06	1.790761e-01
8.929299961743565e-06	1.790756e-01
8.929319035229892e-06	1.790755e-01
8.929357182202549e-06	1.790753e-01
8.929433476147862e-06	1.790748e-01
8.929586064038486e-06	1.790739e-01
8.929624211011143e-06	1.790737e-01
8.929633747754306e-06	1.790737e-01
8.929652821240634e-06	1.790736e-01
8.929690968213290e-06	1.790733e-01
8.929767262158603e-06	1.790729e-01
8.929786335644931e-06	1.790728e-01
8.929824482617587e-06	1.790725e-01
8.929900776562900e-06	1.790721e-01
8.930053364453524e-06	1.790712e-01
8.930091511426181e-06	1.790710e-01
8.930167805371494e-06	1.790705e-01
8.930320393262118e-06	1.790696e-01
8.930358540234775e-06	1.790694e-01
8.930434834180088e-06	1.790690e-01
8.930587422070712e-06	1.790681e-01
8.930592190442294e-06	1.790680e-01
8.930601727185458e-06	1.790680e-01
8.930620800671785e-06	1.790679e-01
8.930658947644441e-06	1.790676e-01
8.930735241589754e-06	1.790672e-01
8.930887829480379e-06	1.790663e-01
8.930925976453035e-06	1.790661e-01
8.931002270398348e-06	1.790656e-01
8.931154858288973e-06	1.790647e-01
8.931193005261629e-06	1.790645e-01
8.931269299206942e-06	1.790641e-01
8.931421887097566e-06	1.790632e-01
8.931460034070223e-06	1.790630e-01
8.931536328015536e-06	1.790625e-01
8.931688915906160e-06	1.790617e-01
8.931727062878817e-06	1.790614e-01
8.931803356824130e-06	1.790610e-01
8.931955944714754e-06	1.790601e-01
8.931994091687410e-06	1.790599e-01
8.932070385632723e-06	1.790595e-01
8.932089459119051e-06	1.790594e-01
8.932127606091707e-06	1.790592e-01
8.932203900037020e-06	1.790587e-01
8.932356487927645e-06	1.790579e-01
8.932394634900301e-06	1.790576e-01
8.932470928845614e-06	1.790572e-01
8.932623516736238e-06	1.790563e-01
8.932661663708895e-06	1.790561e-01
8.932737957654208e-06	1.790557e-01
8.932890545544832e-06	1.790548e-01
8.932928692517489e-06	1.790546e-01
8.933004986462802e-06	1.790542e-01
8.933157574353426e-06	1.790533e-01
8.933195721326083e-06	1.790531e-01
8.933272015271396e-06	1.790526e-01
8.933424603162020e-06	1.790517e-01
8.933462750134676e-06	1.790515e-01
8.933539044079989e-06	1.790511e-01
8.933691631970614e-06	1.790502e-01
8.933729778943270e-06	1.790500e-01
8.933806072888583e-06	1.790495e-01
8.933825146374911e-06	1.790494e-01
8.933863293347567e-06	1.790492e-01
8.933872830090731e-06	1.790491e-01
8.933891903577058e-06	1.790490e-01
8.933930050549715e-06	1.790488e-01
8.934006344495028e-06	1.790484e-01
8.934158932385652e-06	1.790475e-01
8.934197079358309e-06	1.790473e-01
8.934273373303622e-06	1.790468e-01
8.934425961194246e-06	1.790459e-01
8.934464108166902e-06	1.790457e-01
8.934540402112215e-06	1.790453e-01
8.934692990002840e-06	1.790444e-01
8.934731136975496e-06	1.790442e-01
8.934807430920809e-06	1.790437e-01
8.934960018811433e-06	1.790429e-01
8.934998165784090e-06	1.790426e-01
8.935074459729403e-06	1.790422e-01
8.935227047620027e-06	1.790413e-01
8.935265194592684e-06	1.790411e-01
8.935341488537997e-06	1.790407e-01
8.935494076428621e-06	1.790398e-01
8.935532223401278e-06	1.790396e-01
8.935608517346591e-06	1.790391e-01
8.935761105237215e-06	1.790382e-01
8.935799252209871e-06	1.790380e-01
8.935875546155184e-06	1.790376e-01
8.935894619641512e-06	1.790375e-01
8.935932766614168e-06	1.790372e-01
8.936009060559481e-06	1.790368e-01
8.936161648450106e-06	1.790359e-01
8.936199795422762e-06	1.790357e-01
8.936276089368075e-06	1.790352e-01
8.936428677258699e-06	1.790344e-01
8.936466824231356e-06	1.790341e-01
8.936543118176669e-06	1.790337e-01
8.936695706067293e-06	1.790328e-01
8.936733853039950e-06	1.790326e-01
8.936810146985263e-06	1.790321e-01
8.936962734875887e-06	1.790312e-01
8.937000881848543e-06	1.790310e-01
8.937077175793856e-06	1.790306e-01
8.937229763684481e-06	1.790296e-01
8.937267910657137e-06	1.790294e-01
8.937344204602450e-06	1.790290e-01
8.937496792493075e-06	1.790281e-01
8.937534939465731e-06	1.790278e-01
8.937611233411044e-06	1.790274e-01
8.937763821301668e-06	1.790265e-01
8.937768589673250e-06	1.790265e-01
8.937778126416414e-06	1.790264e-01
8.937797199902741e-06	1.790263e-01
8.937835346875398e-06	1.790261e-01
8.937911640820711e-06	1.790256e-01
8.938064228711335e-06	1.790247e-01
8.938102375683992e-06	1.790245e-01
8.938178669629305e-06	1.790240e-01
8.938331257519929e-06	1.790231e-01
8.938369404492585e-06	1.790229e-01
8.938445698437898e-06	1.790225e-01
8.938598286328523e-06	1.790216e-01
8.938636433301179e-06	1.790213e-01
8.938712727246492e-06	1.790209e-01
8.938865315137117e-06	1.790200e-01
8.938903462109773e-06	1.790198e-01
8.938979756055086e-06	1.790193e-01
8.939132343945710e-06	1.790185e-01
8.939170490918367e-06	1.790182e-01
8.939246784863680e-06	1.790178e-01
8.939265858350007e-06	1.790177e-01
8.939304005322664e-06	1.790175e-01
8.939380299267977e-06	1.790170e-01
8.939532887158601e-06	1.790161e-01
8.939571034131258e-06	1.790159e-01
8.939647328076571e-06	1.790155e-01
8.939666401562898e-06	1.790154e-01
8.939671169934480e-06	1.790153e-01
8.939680706677644e-06	1.790153e-01
8.939699780163971e-06	1.790152e-01
8.939737927136627e-06	1.790150e-01
8.939814221081940e-06	1.790145e-01
8.939966808972565e-06	1.790136e-01
8.940004955945221e-06	1.790134e-01
8.940081249890534e-06	1.790130e-01
8.940233837781159e-06	1.790121e-01
8.940271984753815e-06	1.790119e-01
8.940348278699128e-06	1.790114e-01
8.940500866589752e-06	1.790106e-01
8.940539013562409e-06	1.790103e-01
8.940615307507722e-06	1.790099e-01
8.940767895398346e-06	1.790091e-01
8.940806042371003e-06	1.790088e-01
8.940882336316316e-06	1.790084e-01
8.941034924206940e-06	1.790075e-01
8.941073071179596e-06	1.790073e-01
8.941149365124909e-06	1.790069e-01
8.941301953015534e-06	1.790060e-01
8.941340099988190e-06	1.790058e-01
8.941416393933503e-06	1.790054e-01
8.941435467419831e-06	1.790053e-01
8.941473614392487e-06	1.790050e-01
8.941483151135651e-06	1.790050e-01
8.941502224621978e-06	1.790049e-01
8.941540371594635e-06	1.790047e-01
8.941616665539948e-06	1.790042e-01
8.941769253430572e-06	1.790034e-01
8.941807400403229e-06	1.790032e-01
8.941883694348542e-06	1.790027e-01
8.942036282239166e-06	1.790019e-01
8.942074429211822e-06	1.790017e-01
8.942150723157135e-06	1.790012e-01
8.942303311047760e-06	1.790004e-01
8.942341458020416e-06	1.790002e-01
8.942417751965729e-06	1.789997e-01
8.942570339856354e-06	1.789989e-01
8.942608486829010e-06	1.789987e-01
8.942684780774323e-06	1.789982e-01
8.942837368664947e-06	1.789974e-01
8.942842137036529e-06	1.789974e-01
8.942851673779693e-06	1.789973e-01
8.942870747266020e-06	1.789972e-01
8.942908894238677e-06	1.789970e-01
8.942985188183990e-06	1.789966e-01
8.943137776074614e-06	1.789957e-01
8.943175923047271e-06	1.789955e-01
8.943252216992584e-06	1.789951e-01
8.943404804883208e-06	1.789943e-01
8.943442951855864e-06	1.789940e-01
8.943519245801177e-06	1.789936e-01
8.943671833691802e-06	1.789928e-01
8.943709980664458e-06	1.789926e-01
8.943786274609771e-06	1.789922e-01
8.943805348096099e-06	1.789921e-01
8.943843495068755e-06	1.789919e-01
8.943919789014068e-06	1.789915e-01
8.943938862500395e-06	1.789913e-01
8.943977009473052e-06	1.789911e-01
8.944053303418365e-06	1.789907e-01
8.944205891308989e-06	1.789899e-01
8.944244038281646e-06	1.789897e-01
8.944320332226959e-06	1.789893e-01
8.944339405713286e-06	1.789892e-01
8.944377552685943e-06	1.789890e-01
8.944453846631256e-06	1.789886e-01
8.944606434521880e-06	1.789877e-01
8.944644581494537e-06	1.789875e-01
8.944720875439850e-06	1.789871e-01
8.944739948926177e-06	1.789870e-01
8.944778095898833e-06	1.789868e-01
8.944854389844146e-06	1.789864e-01
8.945006977734771e-06	1.789855e-01
8.945045124707427e-06	1.789853e-01
8.945121418652740e-06	1.789849e-01
8.945274006543365e-06	1.789840e-01
8.945312153516021e-06	1.789838e-01
8.945388447461334e-06	1.789834e-01
8.945407520947661e-06	1.789833e-01
8.945445667920318e-06	1.789831e-01
8.945521961865631e-06	1.789826e-01
8.945674549756255e-06	1.789818e-01
8.945712696728912e-06	1.789816e-01
8.945788990674225e-06	1.789811e-01
8.945941578564849e-06	1.789802e-01
8.945979725537506e-06	1.789800e-01
