Model,MDO32
-1.580e-06,-0.010625
-1.579e-06,-0.0139063
-1.578e-06,-0.0113281
-1.577e-06,-0.0101563
-1.576e-06,-0.00898438
-1.575e-06,-0.00976562
-1.574e-06,-0.0103906
-1.573e-06,-0.0121094
-1.572e-06,-0.00796875
-1.571e-06,-0.00976562
-1.570e-06,-0.00734375
-1.569e-06,-0.0096875
-1.568e-06,-0.0110156
-1.567e-06,-0.011875
-1.566e-06,-0.00851563
-1.565e-06,-0.0103125
-1.564e-06,-0.00632813
-1.563e-06,-0.00804688
-1.562e-06,-0.009375
-1.561e-06,-0.0096875
-1.560e-06,-0.0096875
-1.559e-06,-0.0059375
-1.558e-06,-0.0108594
-1.557e-06,-0.00578125
-1.556e-06,-0.0117188
-1.555e-06,-0.0103125
-1.554e-06,-0.0110156
-1.553e-06,-0.0111719
-1.552e-06,-0.00765625
-1.551e-06,-0.0102344
-1.550e-06,-0.0065625
-1.549e-06,-0.0110938
-1.548e-06,-0.0100781
-1.547e-06,-0.00992188
-1.546e-06,-0.009375
-1.545e-06,-0.0100781
-1.544e-06,-0.009375
-1.543e-06,-0.00890625
-1.542e-06,-0.00492187
-1.541e-06,-0.0115625
-1.540e-06,-0.00664062
-1.539e-06,-0.0100781
-1.538e-06,-0.0110938
-1.537e-06,-0.00796875
-1.536e-06,-0.0075
-1.535e-06,-0.00765625
-1.534e-06,-0.0102344
-1.533e-06,-0.0105469
-1.532e-06,-0.00867188
-1.531e-06,-0.00664062
-1.530e-06,-0.00929687
-1.529e-06,-0.0090625
-1.528e-06,-0.0090625
-1.527e-06,-0.011875
-1.526e-06,-0.00953125
-1.525e-06,-0.006875
-1.524e-06,-0.00953125
-1.523e-06,-0.0133594
-1.522e-06,-0.0121875
-1.521e-06,-0.00523438
-1.520e-06,-0.00867188
-1.519e-06,-0.00773438
-1.518e-06,-0.00523438
-1.517e-06,-0.01125
-1.516e-06,-0.00710937
-1.515e-06,-0.00945313
-1.514e-06,-0.00679688
-1.513e-06,-0.00734375
-1.512e-06,-0.00679688
-1.511e-06,-0.00992188
-1.510e-06,-0.00945313
-1.509e-06,-0.0116406
-1.508e-06,-0.00890625
-1.507e-06,-0.0102344
-1.506e-06,-0.010625
-1.505e-06,-0.0121875
-1.504e-06,-0.00820313
-1.503e-06,-0.0102344
-1.502e-06,-0.0121875
-1.501e-06,-0.0110938
-1.500e-06,-0.0114063
-1.499e-06,-0.0046875
-1.498e-06,-0.00867188
-1.497e-06,-0.0149219
-1.496e-06,-0.00507813
-1.495e-06,-0.0103906
-1.494e-06,-0.00976562
-1.493e-06,-0.0100781
-1.492e-06,-0.0096875
-1.491e-06,-0.00898438
-1.490e-06,-0.00859375
-1.489e-06,-0.00703125
-1.488e-06,-0.00734375
-1.487e-06,-0.00359375
-1.486e-06,-0.00804688
-1.485e-06,-0.0100781
-1.484e-06,-0.0129687
-1.483e-06,-0.00789062
-1.482e-06,-0.006875
-1.481e-06,-0.00726563
-1.480e-06,-0.00835937
-1.479e-06,-0.00984375
-1.478e-06,-0.006875
-1.477e-06,-0.0108594
-1.476e-06,-0.0111719
-1.475e-06,-0.0115625
-1.474e-06,-0.00945313
-1.473e-06,-0.01
-1.472e-06,-0.0119531
-1.471e-06,-0.00953125
-1.470e-06,-0.00835937
-1.469e-06,-0.0117969
-1.468e-06,-0.00867188
-1.467e-06,-0.00976562
-1.466e-06,-0.00945313
-1.465e-06,-0.0103906
-1.464e-06,-0.0100781
-1.463e-06,-0.00890625
-1.462e-06,-0.0103125
-1.461e-06,-0.0101563
-1.460e-06,-0.0142969
-1.459e-06,-0.0110938
-1.458e-06,-0.01125
-1.457e-06,-0.00546875
-1.456e-06,-0.00882812
-1.455e-06,-0.009375
-1.454e-06,-0.00835937
-1.453e-06,-0.0105469
-1.452e-06,-0.0053125
-1.451e-06,-0.00703125
-1.450e-06,-0.005
-1.449e-06,-0.00773438
-1.448e-06,-0.01
-1.447e-06,-0.0065625
-1.446e-06,-0.0046875
-1.445e-06,-0.00914063
-1.444e-06,-0.0084375
-1.443e-06,-0.00359375
-1.442e-06,-0.00796875
-1.441e-06,-0.01
-1.440e-06,-0.00796875
-1.439e-06,-0.0114063
-1.438e-06,-0.00726563
-1.437e-06,-0.00867188
-1.436e-06,-0.0111719
-1.435e-06,-0.0071875
-1.434e-06,-0.00875
-1.433e-06,-0.008125
-1.432e-06,-0.00765625
-1.431e-06,-0.0140625
-1.430e-06,-0.00390625
-1.429e-06,-0.0105469
-1.428e-06,-0.0090625
-1.427e-06,-0.0103906
-1.426e-06,-0.00523438
-1.425e-06,-0.0125
-1.424e-06,-0.0105469
-1.423e-06,-0.00953125
-1.422e-06,-0.00429688
-1.421e-06,-0.00914063
-1.420e-06,-0.00757812
-1.419e-06,-0.0117188
-1.418e-06,-0.00757812
-1.417e-06,-0.00945313
-1.416e-06,-0.00617187
-1.415e-06,-0.0103125
-1.414e-06,-0.00554688
-1.413e-06,-0.0111719
-1.412e-06,-0.00664062
-1.411e-06,-0.0102344
-1.410e-06,-0.0110156
-1.409e-06,-0.0107812
-1.408e-06,-0.0065625
-1.407e-06,-0.0110156
-1.406e-06,-0.0084375
-1.405e-06,-0.0107812
-1.404e-06,-0.00765625
-1.403e-06,-0.00953125
-1.402e-06,-0.00734375
-1.401e-06,-0.00765625
-1.400e-06,-0.00898438
-1.399e-06,-0.0114844
-1.398e-06,-0.00703125
-1.397e-06,-0.00679688
-1.396e-06,-0.00507813
-1.395e-06,-0.0111719
-1.394e-06,-0.00703125
-1.393e-06,-0.0105469
-1.392e-06,-0.0075
-1.391e-06,-0.013125
-1.390e-06,-0.0104688
-1.389e-06,-0.0096875
-1.388e-06,-0.0110938
-1.387e-06,-0.00664062
-1.386e-06,-0.00523438
-1.385e-06,-0.0078125
-1.384e-06,-0.00726563
-1.383e-06,-0.00882812
-1.382e-06,-0.0142187
-1.381e-06,-0.0120312
-1.380e-06,-0.00875
-1.379e-06,-0.00867188
-1.378e-06,-0.00820313
-1.377e-06,-0.0101563
-1.376e-06,-0.00859375
-1.375e-06,-0.0101563
-1.374e-06,-0.00632813
-1.373e-06,-0.00960937
-1.372e-06,-0.00578125
-1.371e-06,-0.01125
-1.370e-06,-0.00726563
-1.369e-06,-0.0113281
-1.368e-06,-0.00695313
-1.367e-06,-0.0108594
-1.366e-06,-0.0116406
-1.365e-06,-0.00789062
-1.364e-06,-0.00890625
-1.363e-06,-0.0140625
-1.362e-06,-0.00859375
-1.361e-06,-0.0128906
-1.360e-06,-0.00640625
-1.359e-06,-0.008125
-1.358e-06,-0.00859375
-1.357e-06,-0.00390625
-1.356e-06,-0.00867188
-1.355e-06,-0.00835937
-1.354e-06,-0.0105469
-1.353e-06,-0.00476563
-1.352e-06,-0.00515625
-1.351e-06,-0.00695313
-1.350e-06,-0.00851563
-1.349e-06,-0.0071875
-1.348e-06,-0.00773438
-1.347e-06,-0.00609375
-1.346e-06,-0.009375
-1.345e-06,-0.00914063
-1.344e-06,-0.00484375
-1.343e-06,-0.0117188
-1.342e-06,-0.00664062
-1.341e-06,-0.00992188
-1.340e-06,-0.006875
-1.339e-06,-0.0116406
-1.338e-06,-0.00773438
-1.337e-06,-0.0110938
-1.336e-06,-0.00953125
-1.335e-06,-0.008125
-1.334e-06,-0.00679688
-1.333e-06,-0.0101563
-1.332e-06,-0.0110156
-1.331e-06,-0.0134375
-1.330e-06,-0.00882812
-1.329e-06,-0.00914063
-1.328e-06,-0.011875
-1.327e-06,-0.0125781
-1.326e-06,-0.0115625
-1.325e-06,-0.00570312
-1.324e-06,-0.0110938
-1.323e-06,-0.0117969
-1.322e-06,-0.00960937
-1.321e-06,-0.00648438
-1.320e-06,-0.00710937
-1.319e-06,-0.0084375
-1.318e-06,-0.009375
-1.317e-06,-0.0151562
-1.316e-06,-0.00679688
-1.315e-06,-0.00875
-1.314e-06,-0.0107031
-1.313e-06,-0.00796875
-1.312e-06,-0.00632813
-1.311e-06,-0.00835937
-1.310e-06,-0.00726563
-1.309e-06,-0.00945313
-1.308e-06,-0.00820313
-1.307e-06,-0.0114844
-1.306e-06,-0.00453125
-1.305e-06,-0.0110938
-1.304e-06,-0.0096875
-1.303e-06,-0.0107031
-1.302e-06,-0.0102344
-1.301e-06,-0.0126563
-1.300e-06,-0.00695313
-1.299e-06,-0.01125
-1.298e-06,-0.00953125
-1.297e-06,-0.00664062
-1.296e-06,-0.00851563
-1.295e-06,-0.008125
-1.294e-06,-0.00984375
-1.293e-06,-0.0059375
-1.292e-06,-0.00851563
-1.291e-06,-0.00875
-1.290e-06,-0.00695313
-1.289e-06,-0.00820313
-1.288e-06,-0.0110156
-1.287e-06,-0.00898438
-1.286e-06,-0.00890625
-1.285e-06,-0.0096875
-1.284e-06,-0.009375
-1.283e-06,-0.0145313
-1.282e-06,-0.00820313
-1.281e-06,-0.00742187
-1.280e-06,-0.00851563
-1.279e-06,-0.00882812
-1.278e-06,-0.0103125
-1.277e-06,-0.0128125
-1.276e-06,-0.0078125
-1.275e-06,-0.00804688
-1.274e-06,-0.0109375
-1.273e-06,-0.0145313
-1.272e-06,-0.0075
-1.271e-06,-0.01125
-1.270e-06,-0.0117969
-1.269e-06,-0.0110938
-1.268e-06,-0.0114844
-1.267e-06,-0.00851563
-1.266e-06,-0.0101563
-1.265e-06,-0.0071875
-1.264e-06,-0.0110938
-1.263e-06,-0.00882812
-1.262e-06,-0.0053125
-1.261e-06,-0.00710937
-1.260e-06,-0.00765625
-1.259e-06,-0.00953125
-1.258e-06,-0.0090625
-1.257e-06,-0.0105469
-1.256e-06,-0.00734375
-1.255e-06,-0.00601563
-1.254e-06,-0.00710937
-1.253e-06,-0.00773438
-1.252e-06,-0.009375
-1.251e-06,-0.0128906
-1.250e-06,-0.00679688
-1.249e-06,-0.0127344
-1.248e-06,-0.0110938
-1.247e-06,-0.00773438
-1.246e-06,-0.00789062
-1.245e-06,-0.00789062
-1.244e-06,-0.00882812
-1.243e-06,-0.00851563
-1.242e-06,-0.00625
-1.241e-06,-0.0116406
-1.240e-06,-0.00632813
-1.239e-06,-0.00585938
-1.238e-06,-0.00648438
-1.237e-06,-0.00859375
-1.236e-06,-0.0075
-1.235e-06,-0.006875
-1.234e-06,-0.00851563
-1.233e-06,-0.0096875
-1.232e-06,-0.00890625
-1.231e-06,-0.0102344
-1.230e-06,-0.0110938
-1.229e-06,-0.00953125
-1.228e-06,-0.0121875
-1.227e-06,-0.00851563
-1.226e-06,-0.0117969
-1.225e-06,-0.00765625
-1.224e-06,-0.00929687
-1.223e-06,-0.00476563
-1.222e-06,-0.0128125
-1.221e-06,-0.00945313
-1.220e-06,-0.00703125
-1.219e-06,-0.00929687
-1.218e-06,-0.0065625
-1.217e-06,-0.00796875
-1.216e-06,-0.0103125
-1.215e-06,-0.0121094
-1.214e-06,-0.00578125
-1.213e-06,-0.00992188
