time	V(vout2)
Step Information: C=100p R=500  (Step: 1/25)
1.807288259354176e-06	1.638034e+00
1.807303518143239e-06	1.638029e+00
1.807334035721364e-06	1.638020e+00
1.807395070877614e-06	1.638000e+00
1.807410329666676e-06	1.637995e+00
1.807440847244801e-06	1.637986e+00
1.807501882401051e-06	1.637966e+00
1.807517141190114e-06	1.637961e+00
1.807547658768239e-06	1.637952e+00
1.807608693924489e-06	1.637933e+00
1.807623952713551e-06	1.637928e+00
1.807654470291677e-06	1.637918e+00
1.807715505447927e-06	1.637899e+00
1.807837575760426e-06	1.637861e+00
1.808081716385427e-06	1.637786e+00
1.808569997635427e-06	1.637641e+00
1.809546560135427e-06	1.637341e+00
1.811499685135427e-06	1.636724e+00
1.811743825760427e-06	1.636649e+00
1.812232107010427e-06	1.636493e+00
1.812354177322927e-06	1.636455e+00
1.812598317947927e-06	1.636379e+00
1.813086599197927e-06	1.636222e+00
1.814063161697927e-06	1.635907e+00
1.816016286697927e-06	1.635288e+00
1.817969411697927e-06	1.634669e+00
1.818213552322927e-06	1.634596e+00
1.818701833572927e-06	1.634451e+00
1.818823903885427e-06	1.634415e+00
1.819068044510427e-06	1.634341e+00
1.819129079666677e-06	1.634323e+00
1.819251149979177e-06	1.634285e+00
1.819495290604177e-06	1.634214e+00
1.819983571854177e-06	1.634075e+00
1.820960134354177e-06	1.633796e+00
1.822913259354177e-06	1.633222e+00
1.824866384354177e-06	1.632642e+00
1.826819509354177e-06	1.632076e+00
1.827063649979177e-06	1.632006e+00
1.827124685135427e-06	1.631989e+00
1.827246755447927e-06	1.631956e+00
1.827277273026052e-06	1.631948e+00
1.827284902420583e-06	1.631946e+00
1.827300161209646e-06	1.631943e+00
1.827330678787771e-06	1.631935e+00
1.827391713944021e-06	1.631919e+00
1.827406972733083e-06	1.631915e+00
1.827437490311208e-06	1.631908e+00
1.827498525467458e-06	1.631893e+00
1.827513784256521e-06	1.631889e+00
1.827544301834646e-06	1.631881e+00
1.827605336990896e-06	1.631866e+00
1.827727407303396e-06	1.631837e+00
1.827971547928396e-06	1.631777e+00
1.828459829178396e-06	1.631658e+00
1.829436391678396e-06	1.631406e+00
1.831389516678396e-06	1.630874e+00
1.833342641678396e-06	1.630336e+00
1.835295766678396e-06	1.629804e+00
1.837248891678396e-06	1.629286e+00
1.839202016678396e-06	1.628770e+00
1.841155141678396e-06	1.628271e+00
1.843108266678396e-06	1.627769e+00
1.845061391678396e-06	1.627288e+00
1.847014516678396e-06	1.626803e+00
1.848967641678396e-06	1.626342e+00
1.850920766678396e-06	1.625871e+00
1.852873891678396e-06	1.625430e+00
1.854827016678396e-06	1.624977e+00
1.855071157303397e-06	1.624931e+00
1.855132192459647e-06	1.624917e+00
1.855254262772146e-06	1.624890e+00
1.855284780350272e-06	1.624884e+00
1.855292409744803e-06	1.624882e+00
1.855307668533865e-06	1.624879e+00
1.855338186111990e-06	1.624872e+00
1.855399221268240e-06	1.624860e+00
1.855414480057303e-06	1.624857e+00
1.855444997635428e-06	1.624851e+00
1.855506032791678e-06	1.624840e+00
1.855521291580741e-06	1.624837e+00
1.855551809158866e-06	1.624831e+00
1.855612844315116e-06	1.624820e+00
1.855628103104178e-06	1.624817e+00
1.855658620682303e-06	1.624812e+00
1.855719655838553e-06	1.624800e+00
1.855841726151053e-06	1.624778e+00
1.855872243729178e-06	1.624772e+00
1.855933278885428e-06	1.624761e+00
1.855948537674491e-06	1.624758e+00
1.855979055252616e-06	1.624752e+00
1.856040090408866e-06	1.624741e+00
1.856055349197928e-06	1.624738e+00
1.856085866776053e-06	1.624733e+00
1.856146901932303e-06	1.624722e+00
1.856162160721366e-06	1.624719e+00
1.856192678299491e-06	1.624713e+00
1.856253713455741e-06	1.624702e+00
1.856268972244804e-06	1.624699e+00
1.856299489822929e-06	1.624693e+00
1.856360524979179e-06	1.624682e+00
1.856482595291679e-06	1.624658e+00
1.856513112869804e-06	1.624653e+00
1.856574148026054e-06	1.624641e+00
1.856589406815116e-06	1.624638e+00
1.856619924393241e-06	1.624632e+00
1.856680959549491e-06	1.624621e+00
1.856803029861991e-06	1.624598e+00
1.856833547440116e-06	1.624593e+00
1.856894582596366e-06	1.624581e+00
1.856909841385429e-06	1.624579e+00
1.856940358963554e-06	1.624573e+00
1.857001394119804e-06	1.624562e+00
1.857123464432304e-06	1.624540e+00
1.857153982010429e-06	1.624534e+00
1.857215017166679e-06	1.624523e+00
1.857230275955741e-06	1.624521e+00
1.857260793533866e-06	1.624515e+00
1.857321828690116e-06	1.624504e+00
1.857443899002616e-06	1.624482e+00
1.857474416580741e-06	1.624477e+00
1.857535451736991e-06	1.624466e+00
1.857550710526054e-06	1.624464e+00
1.857581228104179e-06	1.624458e+00
1.857642263260429e-06	1.624447e+00
1.857657522049492e-06	1.624445e+00
1.857688039627617e-06	1.624439e+00
1.857749074783867e-06	1.624429e+00
1.857764333572929e-06	1.624426e+00
1.857794851151054e-06	1.624421e+00
1.857855886307304e-06	1.624410e+00
1.857871145096367e-06	1.624407e+00
1.857901662674492e-06	1.624401e+00
1.857962697830742e-06	1.624390e+00
1.858084768143242e-06	1.624368e+00
1.858115285721367e-06	1.624363e+00
1.858176320877617e-06	1.624352e+00
1.858191579666679e-06	1.624349e+00
1.858222097244804e-06	1.624343e+00
1.858283132401055e-06	1.624332e+00
1.858405202713554e-06	1.624310e+00
1.858649343338554e-06	1.624267e+00
1.859137624588555e-06	1.624181e+00
1.860114187088554e-06	1.623992e+00
1.862067312088554e-06	1.623582e+00
1.864020437088555e-06	1.623153e+00
1.865973562088555e-06	1.622732e+00
1.867926687088555e-06	1.622319e+00
1.869879812088555e-06	1.621900e+00
1.871832937088555e-06	1.621504e+00
1.873786062088555e-06	1.621099e+00
1.875739187088555e-06	1.620718e+00
1.877692312088555e-06	1.620329e+00
1.877936452713555e-06	1.620292e+00
1.878424733963555e-06	1.620200e+00
1.879401296463555e-06	1.620027e+00
1.881354421463555e-06	1.619669e+00
1.881384939041680e-06	1.619668e+00
1.881392568436211e-06	1.619666e+00
1.881407827225274e-06	1.619663e+00
1.881438344803399e-06	1.619656e+00
1.881499379959649e-06	1.619644e+00
1.881621450272149e-06	1.619621e+00
1.881865590897149e-06	1.619580e+00
1.882353872147149e-06	1.619503e+00
1.882475942459649e-06	1.619484e+00
1.882720083084649e-06	1.619444e+00
1.883208364334649e-06	1.619362e+00
1.884184926834649e-06	1.619195e+00
1.886138051834649e-06	1.618858e+00
1.888091176834649e-06	1.618505e+00
1.890044301834649e-06	1.618174e+00
1.891997426834649e-06	1.617849e+00
1.892241567459649e-06	1.617810e+00
1.892302602615899e-06	1.617801e+00
1.892424672928399e-06	1.617783e+00
1.892455190506524e-06	1.617779e+00
1.892516225662774e-06	1.617770e+00
1.892531484451837e-06	1.617767e+00
1.892562002029962e-06	1.617763e+00
1.892623037186212e-06	1.617754e+00
1.892638295975274e-06	1.617752e+00
1.892668813553399e-06	1.617747e+00
1.892729848709649e-06	1.617738e+00
1.892745107498712e-06	1.617736e+00
1.892775625076837e-06	1.617732e+00
1.892836660233087e-06	1.617723e+00
1.892851919022149e-06	1.617721e+00
1.892882436600274e-06	1.617716e+00
1.892943471756524e-06	1.617707e+00
1.892958730545587e-06	1.617705e+00
1.892989248123712e-06	1.617700e+00
1.893050283279962e-06	1.617692e+00
1.893065542069025e-06	1.617689e+00
1.893096059647150e-06	1.617685e+00
1.893157094803400e-06	1.617676e+00
1.893279165115900e-06	1.617658e+00
1.893309682694025e-06	1.617653e+00
1.893370717850275e-06	1.617645e+00
1.893492788162775e-06	1.617628e+00
1.893523305740900e-06	1.617624e+00
1.893584340897150e-06	1.617615e+00
1.893706411209650e-06	1.617600e+00
1.893950551834650e-06	1.617569e+00
1.894011586990900e-06	1.617562e+00
1.894133657303400e-06	1.617548e+00
1.894377797928400e-06	1.617523e+00
1.894438833084650e-06	1.617517e+00
1.894560903397150e-06	1.617505e+00
1.894805044022150e-06	1.617484e+00
1.895293325272150e-06	1.617439e+00
1.895415395584650e-06	1.617426e+00
1.895659536209650e-06	1.617398e+00
1.896147817459650e-06	1.617337e+00
1.897124379959650e-06	1.617208e+00
1.899077504959650e-06	1.616925e+00
1.901030629959650e-06	1.616619e+00
1.902983754959650e-06	1.616325e+00
1.904936879959650e-06	1.616044e+00
1.906890004959650e-06	1.615762e+00
1.908843129959650e-06	1.615496e+00
1.908873647537775e-06	1.615491e+00
1.908881276932306e-06	1.615490e+00
1.908896535721368e-06	1.615488e+00
1.908927053299493e-06	1.615484e+00
1.908988088455743e-06	1.615476e+00
1.909003347244806e-06	1.615474e+00
1.909033864822931e-06	1.615470e+00
1.909094899979181e-06	1.615463e+00
1.909216970291681e-06	1.615448e+00
1.909247487869806e-06	1.615445e+00
1.909255117264337e-06	1.615444e+00
1.909270376053400e-06	1.615442e+00
1.909300893631525e-06	1.615439e+00
1.909361928787775e-06	1.615432e+00
1.909377187576837e-06	1.615431e+00
1.909407705154962e-06	1.615428e+00
1.909468740311212e-06	1.615422e+00
1.909590810623713e-06	1.615410e+00
1.909834951248712e-06	1.615388e+00
1.910323232498712e-06	1.615344e+00
1.910445302811213e-06	1.615332e+00
1.910689443436212e-06	1.615305e+00
1.911177724686212e-06	1.615246e+00
1.911299794998713e-06	1.615230e+00
1.911543935623712e-06	1.615198e+00
1.912032216873712e-06	1.615130e+00
1.912154287186213e-06	1.615113e+00
1.912398427811212e-06	1.615078e+00
1.912886709061212e-06	1.615006e+00
1.913863271561213e-06	1.614870e+00
1.915816396561212e-06	1.614620e+00
1.916060537186212e-06	1.614589e+00
1.916548818436212e-06	1.614530e+00
1.916670888748712e-06	1.614516e+00
1.916915029373712e-06	1.614488e+00
1.917403310623712e-06	1.614428e+00
1.917525380936212e-06	1.614411e+00
1.917769521561212e-06	1.614379e+00
1.918257802811212e-06	1.614314e+00
1.919234365311212e-06	1.614189e+00
1.921187490311212e-06	1.613966e+00
1.921218007889337e-06	1.613957e+00
1.921225637283868e-06	1.613957e+00
1.921240896072931e-06	1.613955e+00
1.921271413651056e-06	1.613952e+00
1.921279043045587e-06	1.613951e+00
1.921294301834649e-06	1.613950e+00
1.921324819412774e-06	1.613947e+00
1.921385854569025e-06	1.613941e+00
1.921401113358087e-06	1.613940e+00
1.921431630936212e-06	1.613937e+00
1.921492666092462e-06	1.613932e+00
1.921507924881525e-06	1.613930e+00
1.921538442459650e-06	1.613928e+00
1.921599477615900e-06	1.613922e+00
1.921614736404962e-06	1.613921e+00
1.921645253983087e-06	1.613918e+00
1.921706289139337e-06	1.613913e+00
1.921721547928400e-06	1.613912e+00
1.921725362625666e-06	1.613912e+00
1.921732992020197e-06	1.613911e+00
1.921748250809259e-06	1.613910e+00
1.921778768387384e-06	1.613907e+00
1.921839803543634e-06	1.613901e+00
1.921855062332697e-06	1.613900e+00
1.921885579910822e-06	1.613897e+00
1.921946615067072e-06	1.613892e+00
1.921961873856134e-06	1.613890e+00
1.921992391434259e-06	1.613888e+00
1.922053426590509e-06	1.613882e+00
1.922175496903010e-06	1.613871e+00
1.922206014481135e-06	1.613868e+00
1.922267049637385e-06	1.613863e+00
1.922282308426447e-06	1.613861e+00
1.922312826004572e-06	1.613859e+00
1.922373861160822e-06	1.613854e+00
1.922389119949885e-06	1.613853e+00
1.922419637528010e-06	1.613850e+00
1.922480672684260e-06	1.613845e+00
1.922602742996760e-06	1.613835e+00
1.922633260574885e-06	1.613832e+00
1.922694295731135e-06	1.613828e+00
1.922709554520198e-06	1.613826e+00
1.922740072098323e-06	1.613824e+00
1.922801107254573e-06	1.613819e+00
1.922816366043635e-06	1.613818e+00
1.922846883621760e-06	1.613816e+00
1.922907918778010e-06	1.613811e+00
1.922923177567073e-06	1.613810e+00
1.922953695145198e-06	1.613808e+00
1.923014730301448e-06	1.613803e+00
1.923029989090510e-06	1.613802e+00
1.923060506668635e-06	1.613800e+00
1.923068136063167e-06	1.613799e+00
1.923083394852229e-06	1.613798e+00
1.923113912430354e-06	1.613796e+00
1.923174947586604e-06	1.613791e+00
1.923190206375667e-06	1.613790e+00
1.923220723953792e-06	1.613788e+00
1.923281759110042e-06	1.613784e+00
1.923403829422542e-06	1.613775e+00
1.923434347000667e-06	1.613773e+00
1.923495382156917e-06	1.613769e+00
1.923617452469417e-06	1.613761e+00
1.923861593094417e-06	1.613746e+00
1.924349874344417e-06	1.613717e+00
1.925326436844417e-06	1.613641e+00
1.927279561844417e-06	1.613469e+00
1.929232686844417e-06	1.613280e+00
1.931185811844417e-06	1.613110e+00
1.933138936844416e-06	1.612942e+00
1.935092061844416e-06	1.612780e+00
1.937045186844416e-06	1.612631e+00
1.937289327469416e-06	1.612610e+00
1.937777608719416e-06	1.612581e+00
1.938754171219416e-06	1.612519e+00
1.940707296219416e-06	1.612388e+00
1.940951436844416e-06	1.612372e+00
1.941439718094416e-06	1.612338e+00
1.941561788406916e-06	1.612331e+00
1.941805929031916e-06	1.612316e+00
1.942294210281916e-06	1.612281e+00
1.943270772781916e-06	1.612210e+00
1.945223897781916e-06	1.612083e+00
1.947177022781916e-06	1.611950e+00
1.947421163406915e-06	1.611939e+00
1.947909444656916e-06	1.611917e+00
1.948886007156916e-06	1.611873e+00
1.950839132156915e-06	1.611777e+00
1.952792257156915e-06	1.611672e+00
1.954745382156915e-06	1.611587e+00
1.956698507156915e-06	1.611503e+00
1.956942647781915e-06	1.611499e+00
1.957430929031915e-06	1.611483e+00
1.958407491531915e-06	1.611458e+00
1.960360616531915e-06	1.611395e+00
1.960604757156915e-06	1.611389e+00
1.961093038406915e-06	1.611372e+00
1.962069600906915e-06	1.611351e+00
1.964022725906915e-06	1.611296e+00
1.964053243485040e-06	1.611299e+00
1.964060872879571e-06	1.611299e+00
1.964076131668633e-06	1.611298e+00
1.964106649246758e-06	1.611296e+00
1.964167684403008e-06	1.611293e+00
1.964182943192071e-06	1.611293e+00
1.964213460770196e-06	1.611292e+00
1.964274495926446e-06	1.611290e+00
1.964289754715509e-06	1.611289e+00
1.964320272293634e-06	1.611288e+00
1.964381307449884e-06	1.611287e+00
1.964396566238946e-06	1.611287e+00
1.964427083817071e-06	1.611286e+00
1.964488118973321e-06	1.611285e+00
1.964610189285821e-06	1.611283e+00
1.964640706863946e-06	1.611282e+00
1.964701742020196e-06	1.611281e+00
1.964717000809259e-06	1.611281e+00
1.964747518387384e-06	1.611281e+00
1.964808553543634e-06	1.611280e+00
1.964930623856134e-06	1.611279e+00
1.964961141434259e-06	1.611279e+00
1.965022176590509e-06	1.611279e+00
1.965037435379572e-06	1.611279e+00
1.965067952957697e-06	1.611279e+00
1.965128988113947e-06	1.611279e+00
1.965144246903009e-06	1.611279e+00
1.965174764481134e-06	1.611279e+00
1.965235799637384e-06	1.611279e+00
1.965251058426447e-06	1.611279e+00
1.965281576004572e-06	1.611279e+00
1.965342611160822e-06	1.611279e+00
1.965464681473322e-06	1.611279e+00
1.965495199051447e-06	1.611279e+00
1.965556234207697e-06	1.611279e+00
1.965678304520197e-06	1.611279e+00
1.965708822098322e-06	1.611279e+00
1.965769857254572e-06	1.611280e+00
1.965785116043635e-06	1.611280e+00
1.965815633621760e-06	1.611280e+00
1.965876668778010e-06	1.611281e+00
1.965891927567073e-06	1.611281e+00
1.965922445145198e-06	1.611281e+00
1.965983480301448e-06	1.611282e+00
1.965998739090510e-06	1.611282e+00
1.966029256668635e-06	1.611282e+00
1.966090291824885e-06	1.611283e+00
1.966105550613948e-06	1.611283e+00
1.966136068192073e-06	1.611283e+00
1.966197103348323e-06	1.611284e+00
1.966212362137385e-06	1.611284e+00
1.966242879715510e-06	1.611284e+00
1.966303914871761e-06	1.611284e+00
1.966319173660823e-06	1.611284e+00
1.966349691238948e-06	1.611284e+00
1.966410726395198e-06	1.611284e+00
1.966425985184261e-06	1.611284e+00
1.966456502762386e-06	1.611284e+00
1.966517537918636e-06	1.611284e+00
1.966532796707698e-06	1.611284e+00
1.966563314285823e-06	1.611284e+00
1.966624349442073e-06	1.611284e+00
1.966639608231136e-06	1.611284e+00
1.966670125809261e-06	1.611284e+00
1.966731160965511e-06	1.611284e+00
1.966746419754573e-06	1.611284e+00
1.966776937332698e-06	1.611284e+00
1.966837972488949e-06	1.611284e+00
1.966853231278011e-06	1.611284e+00
1.966883748856136e-06	1.611284e+00
1.966944784012386e-06	1.611283e+00
1.966960042801449e-06	1.611283e+00
1.966963857498714e-06	1.611283e+00
1.966971486893245e-06	1.611283e+00
1.966986745682308e-06	1.611283e+00
1.966990560379574e-06	1.611283e+00
1.966998189774105e-06	1.611283e+00
1.967013448563167e-06	1.611283e+00
1.967043966141292e-06	1.611283e+00
1.967105001297542e-06	1.611282e+00
1.967120260086605e-06	1.611282e+00
1.967150777664730e-06	1.611281e+00
1.967211812820980e-06	1.611280e+00
1.967227071610042e-06	1.611280e+00
1.967257589188168e-06	1.611280e+00
1.967318624344418e-06	1.611279e+00
1.967440694656918e-06	1.611277e+00
1.967684835281918e-06	1.611276e+00
1.967745870438168e-06	1.611276e+00
1.967867940750668e-06	1.611276e+00
1.968112081375668e-06	1.611281e+00
1.968600362625668e-06	1.611291e+00
1.969576925125668e-06	1.611298e+00
1.971530050125668e-06	1.611269e+00
1.973483175125667e-06	1.611210e+00
1.975436300125667e-06	1.611168e+00
1.975466817703792e-06	1.611163e+00
1.975527852860042e-06	1.611163e+00
1.975543111649105e-06	1.611163e+00
1.975573629227230e-06	1.611163e+00
1.975634664383480e-06	1.611162e+00
1.975649923172542e-06	1.611162e+00
1.975680440750667e-06	1.611161e+00
1.975741475906918e-06	1.611161e+00
1.975863546219418e-06	1.611159e+00
1.975894063797543e-06	1.611159e+00
1.975955098953793e-06	1.611158e+00
1.975970357742855e-06	1.611158e+00
1.976000875320980e-06	1.611158e+00
1.976061910477230e-06	1.611157e+00
1.976183980789730e-06	1.611157e+00
1.976187795486996e-06	1.611157e+00
1.976195424881527e-06	1.611156e+00
1.976210683670590e-06	1.611156e+00
1.976241201248715e-06	1.611156e+00
1.976302236404965e-06	1.611156e+00
1.976424306717465e-06	1.611156e+00
1.976668447342465e-06	1.611156e+00
1.977156728592465e-06	1.611160e+00
1.977278798904965e-06	1.611161e+00
1.977522939529965e-06	1.611160e+00
1.978011220779965e-06	1.611156e+00
1.978987783279965e-06	1.611148e+00
1.980940908279965e-06	1.611122e+00
1.982894033279965e-06	1.611079e+00
1.984847158279965e-06	1.611058e+00
1.985091298904964e-06	1.611059e+00
1.985579580154964e-06	1.611059e+00
1.986556142654965e-06	1.611068e+00
1.988509267654964e-06	1.611070e+00
1.990462392654964e-06	1.611056e+00
1.992415517654964e-06	1.611066e+00
1.992659658279964e-06	1.611069e+00
1.993147939529964e-06	1.611078e+00
1.994124502029964e-06	1.611102e+00
1.994368642654964e-06	1.611111e+00
1.994856923904964e-06	1.611124e+00
1.995833486404964e-06	1.611155e+00
1.997786611404964e-06	1.611199e+00
1.997817128983089e-06	1.611195e+00
1.997878164139339e-06	1.611196e+00
1.997893422928402e-06	1.611196e+00
1.997923940506527e-06	1.611197e+00
1.997984975662777e-06	1.611197e+00
1.998107045975277e-06	1.611199e+00
1.998137563553402e-06	1.611200e+00
1.998198598709652e-06	1.611201e+00
1.998213857498714e-06	1.611201e+00
1.998244375076839e-06	1.611202e+00
1.998305410233089e-06	1.611204e+00
1.998320669022152e-06	1.611204e+00
1.998351186600277e-06	1.611205e+00
1.998358815994808e-06	1.611205e+00
1.998374074783871e-06	1.611205e+00
1.998404592361996e-06	1.611206e+00
1.998465627518246e-06	1.611208e+00
1.998480886307308e-06	1.611209e+00
1.998511403885433e-06	1.611210e+00
1.998572439041683e-06	1.611212e+00
1.998587697830746e-06	1.611212e+00
1.998618215408871e-06	1.611213e+00
1.998679250565121e-06	1.611216e+00
1.998694509354183e-06	1.611216e+00
1.998725026932308e-06	1.611217e+00
1.998786062088558e-06	1.611220e+00
1.998787969437191e-06	1.611220e+00
1.998791784134457e-06	1.611220e+00
1.998799413528988e-06	1.611220e+00
1.998814672318050e-06	1.611221e+00
1.998818487015316e-06	1.611221e+00
1.998826116409847e-06	1.611221e+00
1.998841375198910e-06	1.611222e+00
1.998871892777035e-06	1.611223e+00
1.998932927933285e-06	1.611226e+00
1.998948186722347e-06	1.611227e+00
1.998978704300472e-06	1.611228e+00
1.999039739456722e-06	1.611231e+00
1.999054998245785e-06	1.611232e+00
1.999085515823910e-06	1.611233e+00
1.999146550980160e-06	1.611236e+00
1.999161809769223e-06	1.611237e+00
1.999192327347348e-06	1.611239e+00
1.999253362503598e-06	1.611242e+00
1.999375432816098e-06	1.611248e+00
1.999619573441098e-06	1.611261e+00
2.000000000000000e-06	1.611281e+00
Step Information: C=300p R=500  (Step: 3/25)
0.000000000000000e+00	1.651054e+00
1.953124992195698e-14	1.651054e+00
3.906249984391395e-14	1.651054e+00
7.812499968782791e-14	1.651054e+00
1.562499993756558e-13	1.651054e+00
3.124999987513116e-13	1.651054e+00
6.249999975026233e-13	1.651054e+00
1.249999995005247e-12	1.651054e+00
2.499999990010493e-12	1.651054e+00
4.999999980020986e-12	1.651054e+00
9.999999960041972e-12	1.651054e+00
1.999999992008394e-11	1.651054e+00
3.999999984016789e-11	1.651055e+00
7.999999968033578e-11	1.651055e+00
1.599999993606716e-10	1.651056e+00
3.199999987213431e-10	1.651059e+00
3.599999985615110e-10	1.651060e+00
4.399999982418468e-10	1.651062e+00
5.999999976025183e-10	1.651068e+00
9.199999963238614e-10	1.651080e+00
1.439701760912917e-09	1.651089e+00
1.540335099107681e-09	1.651090e+00
1.741601775497207e-09	1.651090e+00
2.144135128276260e-09	1.651083e+00
2.221428561335113e-09	1.651081e+00
2.376015427452818e-09	1.651076e+00
2.414662143982244e-09	1.651075e+00
2.491955577041097e-09	1.651072e+00
2.646542443158803e-09	1.651069e+00
2.955716175394213e-09	1.651065e+00
3.001409415680191e-09	1.651065e+00
3.092795896252146e-09	1.651065e+00
3.115642516395135e-09	1.651065e+00
3.161335756681113e-09	1.651064e+00
3.172759066752607e-09	1.651064e+00
3.195605686895596e-09	1.651064e+00
3.241298927181574e-09	1.651063e+00
3.252722237253068e-09	1.651063e+00
3.275568857396057e-09	1.651062e+00
3.321262097682034e-09	1.651060e+00
3.332685407753529e-09	1.651060e+00
3.355532027896518e-09	1.651059e+00
3.401225268182495e-09	1.651056e+00
3.412648578253990e-09	1.651055e+00
3.435495198396979e-09	1.651054e+00
3.481188438682956e-09	1.651050e+00
3.492611748754451e-09	1.651049e+00
3.515458368897440e-09	1.651047e+00
3.561151609183417e-09	1.651042e+00
3.652538089755372e-09	1.651030e+00
3.675384709898361e-09	1.651027e+00
3.721077950184339e-09	1.651021e+00
3.812464430756294e-09	1.651008e+00
3.835311050899283e-09	1.651004e+00
3.881004291185261e-09	1.650997e+00
3.892427601256755e-09	1.650995e+00
3.915274221399743e-09	1.650992e+00
3.960967461685721e-09	1.650984e+00
4.052353942257676e-09	1.650969e+00
4.075200562400665e-09	1.650965e+00
4.120893802686643e-09	1.650957e+00
4.212280283258598e-09	1.650941e+00
4.235126903401587e-09	1.650938e+00
4.280820143687565e-09	1.650930e+00
4.372206624259520e-09	1.650914e+00
4.394425508986647e-09	1.650910e+00
4.438863278440901e-09	1.650902e+00
4.527738817349409e-09	1.650886e+00
4.667260186890894e-09	1.650861e+00
4.810474671399218e-09	1.650836e+00
5.096903640415865e-09	1.650793e+00
5.157079236862593e-09	1.650785e+00
5.277430429756050e-09	1.650770e+00
5.307518227979414e-09	1.650767e+00
5.367693824426142e-09	1.650760e+00
5.382737723537824e-09	1.650759e+00
5.412825521761188e-09	1.650755e+00
5.473001118207916e-09	1.650748e+00
5.488045017319598e-09	1.650747e+00
5.518132815542962e-09	1.650743e+00
5.578308411989690e-09	1.650736e+00
5.593352311101372e-09	1.650735e+00
5.623440109324737e-09	1.650731e+00
5.683615705771465e-09	1.650724e+00
5.797025898300469e-09	1.650711e+00
5.927274371925712e-09	1.650694e+00
6.086505850016311e-09	1.650674e+00
6.277914413018207e-09	1.650650e+00
6.660731539021998e-09	1.650610e+00
7.168112529748135e-09	1.650567e+00
8.182874511200410e-09	1.650516e+00
9.211685243348728e-09	1.650496e+00
1.071368438773620e-08	1.650514e+00
1.216473279298098e-08	1.650555e+00
1.218596321782835e-08	1.650551e+00
1.219127082404019e-08	1.650551e+00
1.220188603646387e-08	1.650552e+00
1.222311646131123e-08	1.650553e+00
1.226557731100595e-08	1.650556e+00
1.235049901039540e-08	1.650559e+00
1.252034240917430e-08	1.650564e+00
1.255898686932810e-08	1.650564e+00
1.263627578963572e-08	1.650565e+00
1.279085363025096e-08	1.650568e+00
1.282949809040477e-08	1.650569e+00
1.283915920544322e-08	1.650569e+00
1.285848143552012e-08	1.650570e+00
1.289712589567393e-08	1.650570e+00
1.297441481598155e-08	1.650571e+00
1.307048627660525e-08	1.650571e+00
1.309087299837055e-08	1.650572e+00
1.313164644190115e-08	1.650572e+00
1.321319332896234e-08	1.650572e+00
1.337628710308472e-08	1.650571e+00
1.357626117257566e-08	1.650569e+00
1.361755096960248e-08	1.650569e+00
1.370013056365612e-08	1.650568e+00
1.386528975176341e-08	1.650566e+00
1.419560812797798e-08	1.650564e+00
1.452105024718014e-08	1.650564e+00
1.517193448558446e-08	1.650578e+00
1.557326977351347e-08	1.650589e+00
1.601428271252439e-08	1.650607e+00
1.689630859054623e-08	1.650646e+00
1.700019357506683e-08	1.650652e+00
1.702616482119698e-08	1.650653e+00
1.707810731345727e-08	1.650655e+00
1.718199229797787e-08	1.650658e+00
1.738976226701907e-08	1.650661e+00
1.758630309108389e-08	1.650663e+00
1.797938473921355e-08	1.650668e+00
1.842132272607172e-08	1.650671e+00
1.884332202404943e-08	1.650683e+00
1.949715685491604e-08	1.650715e+00
1.950912835001875e-08	1.650717e+00
1.953307134022417e-08	1.650718e+00
1.958095732063501e-08	1.650720e+00
1.959292881573772e-08	1.650721e+00
1.961687180594314e-08	1.650722e+00
1.966475778635397e-08	1.650725e+00
1.976052974717565e-08	1.650730e+00
1.995207366881900e-08	1.650738e+00
2.033516151210570e-08	1.650752e+00
2.076511196649476e-08	1.650773e+00
2.087259958009202e-08	1.650778e+00
2.108757480728655e-08	1.650789e+00
2.151752526167561e-08	1.650807e+00
2.159806527676790e-08	1.650809e+00
2.175914530695248e-08	1.650814e+00
2.179941531449862e-08	1.650815e+00
2.187995532959091e-08	1.650817e+00
2.204103535977549e-08	1.650820e+00
2.208130536732163e-08	1.650821e+00
2.209137286920817e-08	1.650821e+00
2.211150787298124e-08	1.650821e+00
2.215177788052738e-08	1.650822e+00
2.223231789561967e-08	1.650822e+00
2.239339792580425e-08	1.650821e+00
2.269313260932554e-08	1.650817e+00
2.327958706655250e-08	1.650815e+00
2.431563685848476e-08	1.650840e+00
2.543681397789414e-08	1.650897e+00
2.560800499849736e-08	1.650907e+00
2.595038703970380e-08	1.650931e+00
2.663515112211669e-08	1.650984e+00
2.680634214271991e-08	1.650998e+00
2.714872418392635e-08	1.651029e+00
2.783348826633924e-08	1.651090e+00
2.800467928694246e-08	1.651105e+00
2.834706132814890e-08	1.651137e+00
2.903182541056179e-08	1.651201e+00
2.920301643116501e-08	1.651215e+00
2.954539847237145e-08	1.651249e+00
2.963099398267306e-08	1.651257e+00
2.980218500327629e-08	1.651271e+00
3.014456704448273e-08	1.651299e+00
3.082933112689561e-08	1.651356e+00
3.100052214749884e-08	1.651370e+00
3.134290418870528e-08	1.651401e+00
3.135360362749299e-08	1.651402e+00
3.137500250506839e-08	1.651404e+00
3.141780026021919e-08	1.651407e+00
3.150339577052080e-08	1.651415e+00
3.167458679112403e-08	1.651426e+00
3.201696883233047e-08	1.651447e+00
3.260806996631984e-08	1.651486e+00
