time	V(vout2)
Step Information: C=100p R=500  (Step: 1/25)
4.589422809887225e-08	1.650773e+00
4.591322010114631e-08	1.650772e+00
4.595120410569444e-08	1.650772e+00
4.596070010683148e-08	1.650772e+00
4.597969210910554e-08	1.650771e+00
4.601767611365367e-08	1.650772e+00
4.602717211479070e-08	1.650772e+00
4.604616411706476e-08	1.650773e+00
4.608414812161289e-08	1.650774e+00
4.609364412274992e-08	1.650774e+00
4.611263612502399e-08	1.650775e+00
4.615062012957212e-08	1.650778e+00
4.616011613070915e-08	1.650778e+00
4.617910813298321e-08	1.650780e+00
4.621709213753134e-08	1.650783e+00
4.622658813866837e-08	1.650784e+00
4.624558014094244e-08	1.650786e+00
4.628356414549057e-08	1.650790e+00
4.629306014662760e-08	1.650791e+00
4.631205214890166e-08	1.650793e+00
4.635003615344979e-08	1.650798e+00
4.635953215458682e-08	1.650800e+00
4.637852415686089e-08	1.650802e+00
4.641650816140902e-08	1.650808e+00
4.642600416254605e-08	1.650810e+00
4.644499616482011e-08	1.650813e+00
4.648298016936824e-08	1.650820e+00
4.649247617050527e-08	1.650821e+00
4.651146817277934e-08	1.650825e+00
4.654945217732747e-08	1.650832e+00
4.655894817846450e-08	1.650834e+00
4.657794018073856e-08	1.650838e+00
4.661592418528669e-08	1.650846e+00
4.662542018642372e-08	1.650848e+00
4.664441218869779e-08	1.650852e+00
4.668239619324592e-08	1.650861e+00
4.669189219438295e-08	1.650863e+00
4.669426619466721e-08	1.650864e+00
4.669901419523573e-08	1.650865e+00
4.670851019637276e-08	1.650867e+00
4.672750219864682e-08	1.650872e+00
4.676548620319495e-08	1.650881e+00
4.677498220433198e-08	1.650883e+00
4.679397420660605e-08	1.650888e+00
4.683195821115418e-08	1.650898e+00
4.684145421229121e-08	1.650901e+00
4.686044621456527e-08	1.650906e+00
4.689843021911340e-08	1.650916e+00
4.690792622025043e-08	1.650919e+00
4.692691822252450e-08	1.650924e+00
4.696490222707262e-08	1.650935e+00
4.697439822820966e-08	1.650937e+00
4.699339023048372e-08	1.650943e+00
4.703137423503185e-08	1.650954e+00
4.704087023616888e-08	1.650957e+00
4.705986223844295e-08	1.650963e+00
4.709784624299107e-08	1.650974e+00
4.710734224412811e-08	1.650977e+00
4.712633424640217e-08	1.650983e+00
4.716431825095030e-08	1.650995e+00
4.717381425208733e-08	1.650998e+00
4.719280625436140e-08	1.651004e+00
4.723079025890952e-08	1.651016e+00
4.724028626004656e-08	1.651019e+00
4.725927826232062e-08	1.651026e+00
4.729726226686875e-08	1.651038e+00
4.730675826800578e-08	1.651041e+00
4.732575027027985e-08	1.651048e+00
4.736373427482797e-08	1.651061e+00
4.737323027596501e-08	1.651064e+00
4.739222227823907e-08	1.651071e+00
4.743020628278720e-08	1.651084e+00
4.743970228392423e-08	1.651087e+00
4.745869428619829e-08	1.651094e+00
4.749667829074642e-08	1.651108e+00
4.750617429188346e-08	1.651111e+00
4.752516629415752e-08	1.651118e+00
4.756315029870565e-08	1.651132e+00
4.757264629984268e-08	1.651135e+00
4.759163830211674e-08	1.651142e+00
4.762962230666487e-08	1.651156e+00
4.763911830780190e-08	1.651160e+00
4.765811031007597e-08	1.651167e+00
4.769609431462410e-08	1.651181e+00
4.770559031576113e-08	1.651185e+00
4.772458231803519e-08	1.651192e+00
4.776256632258332e-08	1.651206e+00
4.777206232372035e-08	1.651210e+00
4.779105432599442e-08	1.651218e+00
4.782903833054255e-08	1.651232e+00
4.783853433167958e-08	1.651236e+00
4.785752633395364e-08	1.651243e+00
4.789551033850177e-08	1.651258e+00
4.790500633963880e-08	1.651262e+00
4.792399834191287e-08	1.651270e+00
4.796198234646100e-08	1.651285e+00
4.797147834759803e-08	1.651289e+00
4.799047034987209e-08	1.651296e+00
4.802845435442022e-08	1.651312e+00
4.803795035555725e-08	1.651316e+00
4.805694235783132e-08	1.651323e+00
4.809492636237945e-08	1.651339e+00
4.810442236351648e-08	1.651343e+00
4.812341436579054e-08	1.651351e+00
4.816139837033867e-08	1.651366e+00
4.817089437147570e-08	1.651370e+00
4.818988637374977e-08	1.651378e+00
4.822787037829790e-08	1.651394e+00
4.823736637943493e-08	1.651398e+00
4.825635838170899e-08	1.651406e+00
4.829434238625712e-08	1.651422e+00
4.830383838739415e-08	1.651426e+00
4.832283038966822e-08	1.651434e+00
4.836081439421635e-08	1.651451e+00
4.837031039535338e-08	1.651455e+00
4.838930239762744e-08	1.651463e+00
4.842728640217557e-08	1.651479e+00
4.843678240331260e-08	1.651483e+00
4.845577440558667e-08	1.651491e+00
4.849375841013480e-08	1.651508e+00
4.850325441127183e-08	1.651512e+00
4.852224641354589e-08	1.651520e+00
