time	V(vout)	V(vout2)
2.913281059793715e-08	1.259569e-01	1.640816e+00
2.914452934717204e-08	1.259569e-01	1.640816e+00
2.916796684564182e-08	1.259570e-01	1.640817e+00
2.921484184258138e-08	1.259571e-01	1.640818e+00
2.922656059181628e-08	1.259571e-01	1.640819e+00
2.924999809028606e-08	1.259571e-01	1.640820e+00
2.929687308722562e-08	1.259573e-01	1.640821e+00
2.930859183646051e-08	1.259573e-01	1.640821e+00
2.933202933493029e-08	1.259573e-01	1.640822e+00
2.937890433186985e-08	1.259574e-01	1.640823e+00
2.939062308110474e-08	1.259574e-01	1.640824e+00
2.941406057957452e-08	1.259575e-01	1.640824e+00
2.946093557651408e-08	1.259576e-01	1.640826e+00
2.947265432574897e-08	1.259576e-01	1.640826e+00
2.949609182421875e-08	1.259576e-01	1.640826e+00
2.954296682115831e-08	1.259577e-01	1.640828e+00
2.955468557039320e-08	1.259578e-01	1.640828e+00
2.957812306886298e-08	1.259578e-01	1.640829e+00
2.962499806580254e-08	1.259579e-01	1.640830e+00
2.963671681503743e-08	1.259579e-01	1.640830e+00
2.966015431350721e-08	1.259580e-01	1.640831e+00
2.970702931044678e-08	1.259581e-01	1.640832e+00
2.971874805968167e-08	1.259581e-01	1.640832e+00
2.974218555815145e-08	1.259581e-01	1.640833e+00
2.978906055509101e-08	1.259582e-01	1.640834e+00
2.980077930432590e-08	1.259582e-01	1.640834e+00
2.982421680279568e-08	1.259583e-01	1.640835e+00
2.987109179973524e-08	1.259584e-01	1.640836e+00
2.988281054897013e-08	1.259584e-01	1.640836e+00
2.990624804743991e-08	1.259585e-01	1.640837e+00
2.995312304437947e-08	1.259586e-01	1.640838e+00
2.996484179361436e-08	1.259586e-01	1.640838e+00
2.998827929208414e-08	1.259586e-01	1.640839e+00
3.003515428902370e-08	1.259587e-01	1.640839e+00
3.004687303825859e-08	1.259587e-01	1.640840e+00
3.007031053672837e-08	1.259588e-01	1.640840e+00
3.011718553366793e-08	1.259589e-01	1.640841e+00
3.012890428290282e-08	1.259589e-01	1.640841e+00
3.015234178137260e-08	1.259590e-01	1.640842e+00
3.019921677831217e-08	1.259591e-01	1.640843e+00
3.021093552754706e-08	1.259591e-01	1.640843e+00
3.023437302601684e-08	1.259591e-01	1.640844e+00
3.028124802295640e-08	1.259592e-01	1.640845e+00
3.029296677219129e-08	1.259592e-01	1.640845e+00
3.031640427066107e-08	1.259593e-01	1.640845e+00
3.036327926760063e-08	1.259594e-01	1.640846e+00
3.037499801683552e-08	1.259594e-01	1.640846e+00
3.039843551530530e-08	1.259595e-01	1.640847e+00
3.044531051224486e-08	1.259595e-01	1.640848e+00
3.045702926147975e-08	1.259596e-01	1.640848e+00
3.048046675994953e-08	1.259596e-01	1.640849e+00
3.052734175688909e-08	1.259597e-01	1.640849e+00
3.053906050612398e-08	1.259597e-01	1.640850e+00
3.054199019343271e-08	1.259598e-01	1.640850e+00
3.054784956805015e-08	1.259598e-01	1.640850e+00
3.055956831728504e-08	1.259598e-01	1.640850e+00
3.058300581575482e-08	1.259598e-01	1.640851e+00
3.062988081269438e-08	1.259599e-01	1.640852e+00
3.064159956192927e-08	1.259599e-01	1.640853e+00
3.066503706039905e-08	1.259600e-01	1.640854e+00
3.071191205733861e-08	1.259601e-01	1.640856e+00
3.072363080657350e-08	1.259601e-01	1.640856e+00
3.074706830504328e-08	1.259602e-01	1.640857e+00
3.079394330198285e-08	1.259603e-01	1.640860e+00
3.080566205121774e-08	1.259603e-01	1.640860e+00
3.082909954968752e-08	1.259603e-01	1.640862e+00
3.087597454662708e-08	1.259604e-01	1.640864e+00
3.088769329586197e-08	1.259605e-01	1.640865e+00
3.091113079433175e-08	1.259605e-01	1.640866e+00
3.095800579127131e-08	1.259606e-01	1.640868e+00
3.096972454050620e-08	1.259606e-01	1.640869e+00
3.099316203897598e-08	1.259607e-01	1.640870e+00
3.099902141359343e-08	1.259607e-01	1.640870e+00
3.101074016282832e-08	1.259607e-01	1.640871e+00
3.103417766129810e-08	1.259608e-01	1.640872e+00
3.108105265823766e-08	1.259609e-01	1.640874e+00
3.109277140747255e-08	1.259609e-01	1.640875e+00
3.111620890594233e-08	1.259609e-01	1.640876e+00
3.116308390288189e-08	1.259610e-01	1.640877e+00
3.117480265211678e-08	1.259611e-01	1.640878e+00
3.119824015058656e-08	1.259611e-01	1.640879e+00
3.124511514752612e-08	1.259612e-01	1.640881e+00
3.125683389676101e-08	1.259612e-01	1.640881e+00
3.128027139523079e-08	1.259613e-01	1.640882e+00
3.132714639217035e-08	1.259614e-01	1.640884e+00
3.133886514140524e-08	1.259614e-01	1.640884e+00
3.136230263987502e-08	1.259615e-01	1.640885e+00
3.140917763681458e-08	1.259616e-01	1.640886e+00
3.142089638604947e-08	1.259616e-01	1.640887e+00
3.144433388451925e-08	1.259617e-01	1.640887e+00
3.149120888145882e-08	1.259618e-01	1.640889e+00
3.150292763069371e-08	1.259618e-01	1.640889e+00
3.152636512916349e-08	1.259618e-01	1.640890e+00
3.157324012610305e-08	1.259619e-01	1.640891e+00
3.158495887533794e-08	1.259620e-01	1.640891e+00
3.160839637380772e-08	1.259620e-01	1.640892e+00
3.165527137074728e-08	1.259621e-01	1.640893e+00
3.166699011998217e-08	1.259622e-01	1.640893e+00
3.169042761845195e-08	1.259622e-01	1.640894e+00
3.173730261539151e-08	1.259623e-01	1.640895e+00
3.174902136462640e-08	1.259623e-01	1.640895e+00
3.177245886309618e-08	1.259624e-01	1.640896e+00
3.181933386003574e-08	1.259625e-01	1.640897e+00
3.183105260927063e-08	1.259625e-01	1.640897e+00
3.185449010774041e-08	1.259626e-01	1.640898e+00
3.190136510467997e-08	1.259627e-01	1.640899e+00
3.191308385391486e-08	1.259627e-01	1.640899e+00
3.193652135238464e-08	1.259628e-01	1.640900e+00
3.198339634932421e-08	1.259629e-01	1.640901e+00
3.199511509855910e-08	1.259629e-01	1.640901e+00
3.201855259702888e-08	1.259629e-01	1.640902e+00
3.206542759396844e-08	1.259630e-01	1.640903e+00
3.207714634320333e-08	1.259631e-01	1.640903e+00
3.210058384167311e-08	1.259631e-01	1.640903e+00
3.214745883861267e-08	1.259632e-01	1.640904e+00
3.215917758784756e-08	1.259633e-01	1.640904e+00
3.218261508631734e-08	1.259633e-01	1.640905e+00
3.222949008325690e-08	1.259634e-01	1.640906e+00
3.224120883249179e-08	1.259634e-01	1.640906e+00
3.226464633096157e-08	1.259635e-01	1.640906e+00
3.231152132790113e-08	1.259636e-01	1.640907e+00
3.232324007713602e-08	1.259636e-01	1.640907e+00
3.234667757560580e-08	1.259637e-01	1.640908e+00
3.239355257254536e-08	1.259638e-01	1.640909e+00
3.240527132178025e-08	1.259638e-01	1.640909e+00
3.242870882025004e-08	1.259639e-01	1.640909e+00
3.247558381718960e-08	1.259640e-01	1.640910e+00
3.248730256642449e-08	1.259640e-01	1.640910e+00
3.251074006489427e-08	1.259641e-01	1.640911e+00
3.255761506183383e-08	1.259642e-01	1.640911e+00
3.256933381106872e-08	1.259642e-01	1.640911e+00
3.259277130953850e-08	1.259643e-01	1.640912e+00
3.263964630647806e-08	1.259644e-01	1.640913e+00
3.265136505571295e-08	1.259644e-01	1.640913e+00
3.267480255418273e-08	1.259645e-01	1.640913e+00
3.272167755112229e-08	1.259646e-01	1.640914e+00
3.273339630035718e-08	1.259646e-01	1.640914e+00
3.275683379882696e-08	1.259647e-01	1.640914e+00
3.280370879576652e-08	1.259648e-01	1.640915e+00
3.281542754500141e-08	1.259648e-01	1.640915e+00
3.283886504347119e-08	1.259648e-01	1.640916e+00
3.288574004041075e-08	1.259650e-01	1.640916e+00
3.289745878964564e-08	1.259650e-01	1.640916e+00
3.292089628811543e-08	1.259650e-01	1.640917e+00
3.296777128505499e-08	1.259651e-01	1.640917e+00
3.297949003428988e-08	1.259652e-01	1.640917e+00
3.300292753275966e-08	1.259652e-01	1.640918e+00
3.304980252969922e-08	1.259653e-01	1.640918e+00
3.306152127893411e-08	1.259654e-01	1.640918e+00
3.308495877740389e-08	1.259654e-01	1.640919e+00
3.313183377434345e-08	1.259655e-01	1.640919e+00
3.314355252357834e-08	1.259656e-01	1.640919e+00
3.316699002204812e-08	1.259656e-01	1.640920e+00
3.321386501898768e-08	1.259657e-01	1.640920e+00
3.322558376822257e-08	1.259657e-01	1.640920e+00
3.324902126669235e-08	1.259658e-01	1.640921e+00
3.329589626363191e-08	1.259659e-01	1.640921e+00
3.330761501286680e-08	1.259659e-01	1.640921e+00
3.333105251133658e-08	1.259660e-01	1.640922e+00
3.337792750827615e-08	1.259661e-01	1.640922e+00
3.338964625751104e-08	1.259661e-01	1.640922e+00
3.341308375598082e-08	1.259662e-01	1.640923e+00
3.345995875292038e-08	1.259663e-01	1.640923e+00
3.347167750215527e-08	1.259663e-01	1.640923e+00
3.349511500062505e-08	1.259664e-01	1.640923e+00
3.354198999756461e-08	1.259665e-01	1.640924e+00
3.355370874679950e-08	1.259665e-01	1.640924e+00
3.357714624526928e-08	1.259666e-01	1.640924e+00
3.362402124220884e-08	1.259667e-01	1.640925e+00
3.363573999144373e-08	1.259667e-01	1.640925e+00
3.365917748991351e-08	1.259668e-01	1.640925e+00
3.370605248685307e-08	1.259669e-01	1.640926e+00
3.371777123608796e-08	1.259669e-01	1.640926e+00
3.374120873455774e-08	1.259670e-01	1.640926e+00
3.378808373149730e-08	1.259671e-01	1.640926e+00
3.379980248073219e-08	1.259671e-01	1.640926e+00
3.382323997920197e-08	1.259672e-01	1.640927e+00
3.387011497614154e-08	1.259673e-01	1.640927e+00
3.388183372537643e-08	1.259673e-01	1.640927e+00
3.390527122384621e-08	1.259674e-01	1.640927e+00
3.395214622078577e-08	1.259675e-01	1.640928e+00
3.396386497002066e-08	1.259675e-01	1.640928e+00
3.398730246849044e-08	1.259675e-01	1.640928e+00
3.403417746543000e-08	1.259677e-01	1.640928e+00
3.404589621466489e-08	1.259677e-01	1.640929e+00
3.406933371313467e-08	1.259677e-01	1.640929e+00
3.411620871007423e-08	1.259678e-01	1.640929e+00
3.412792745930912e-08	1.259679e-01	1.640929e+00
3.415136495777890e-08	1.259679e-01	1.640929e+00
3.419823995471846e-08	1.259680e-01	1.640930e+00
3.420995870395335e-08	1.259681e-01	1.640930e+00
3.423339620242313e-08	1.259681e-01	1.640930e+00
3.428027119936269e-08	1.259682e-01	1.640930e+00
3.429198994859758e-08	1.259683e-01	1.640931e+00
3.431542744706736e-08	1.259683e-01	1.640931e+00
3.436230244400693e-08	1.259684e-01	1.640931e+00
3.437402119324182e-08	1.259685e-01	1.640931e+00
3.439745869171160e-08	1.259685e-01	1.640931e+00
3.444433368865116e-08	1.259686e-01	1.640932e+00
3.445605243788605e-08	1.259686e-01	1.640932e+00
3.447948993635583e-08	1.259687e-01	1.640932e+00
3.452636493329539e-08	1.259688e-01	1.640932e+00
3.453808368253028e-08	1.259688e-01	1.640932e+00
3.456152118100006e-08	1.259689e-01	1.640932e+00
3.460839617793962e-08	1.259690e-01	1.640933e+00
3.462011492717451e-08	1.259690e-01	1.640933e+00
3.464355242564429e-08	1.259691e-01	1.640933e+00
3.469042742258385e-08	1.259692e-01	1.640933e+00
3.470214617181874e-08	1.259692e-01	1.640933e+00
3.472558367028852e-08	1.259693e-01	1.640934e+00
3.477245866722808e-08	1.259694e-01	1.640934e+00
3.478417741646297e-08	1.259694e-01	1.640934e+00
3.480761491493276e-08	1.259695e-01	1.640934e+00
3.481347428955020e-08	1.259695e-01	1.640934e+00
3.482519303878509e-08	1.259695e-01	1.640934e+00
3.482812272609381e-08	1.259695e-01	1.640934e+00
3.483398210071126e-08	1.259695e-01	1.640934e+00
3.484570084994615e-08	1.259696e-01	1.640934e+00
3.486913834841593e-08	1.259696e-01	1.640935e+00
3.491601334535549e-08	1.259697e-01	1.640935e+00
3.492773209459038e-08	1.259698e-01	1.640936e+00
3.495116959306016e-08	1.259698e-01	1.640936e+00
3.499804458999972e-08	1.259699e-01	1.640938e+00
3.500976333923461e-08	1.259699e-01	1.640938e+00
3.503320083770439e-08	1.259700e-01	1.640939e+00
3.508007583464395e-08	1.259701e-01	1.640941e+00
3.509179458387884e-08	1.259702e-01	1.640941e+00
3.511523208234862e-08	1.259702e-01	1.640942e+00
3.516210707928819e-08	1.259703e-01	1.640944e+00
3.517382582852308e-08	1.259703e-01	1.640944e+00
3.519726332699286e-08	1.259704e-01	1.640945e+00
3.520312270161030e-08	1.259704e-01	1.640945e+00
3.521484145084519e-08	1.259704e-01	1.640946e+00
3.523827894931497e-08	1.259705e-01	1.640947e+00
3.528515394625453e-08	1.259706e-01	1.640948e+00
3.529687269548942e-08	1.259706e-01	1.640949e+00
3.532031019395920e-08	1.259707e-01	1.640949e+00
3.532616956857665e-08	1.259707e-01	1.640949e+00
3.533788831781154e-08	1.259708e-01	1.640950e+00
3.536132581628132e-08	1.259708e-01	1.640950e+00
3.540820081322088e-08	1.259709e-01	1.640952e+00
3.541991956245577e-08	1.259709e-01	1.640952e+00
3.544335706092555e-08	1.259710e-01	1.640953e+00
3.549023205786511e-08	1.259711e-01	1.640954e+00
3.550195080710000e-08	1.259712e-01	1.640954e+00
3.552538830556978e-08	1.259712e-01	1.640954e+00
3.557226330250934e-08	1.259713e-01	1.640955e+00
3.558398205174423e-08	1.259714e-01	1.640955e+00
3.560741955021401e-08	1.259714e-01	1.640956e+00
3.565429454715358e-08	1.259715e-01	1.640957e+00
3.566601329638847e-08	1.259716e-01	1.640957e+00
3.568945079485825e-08	1.259716e-01	1.640957e+00
3.573632579179781e-08	1.259717e-01	1.640958e+00
3.574804454103270e-08	1.259718e-01	1.640958e+00
3.577148203950248e-08	1.259718e-01	1.640958e+00
3.581835703644204e-08	1.259720e-01	1.640959e+00
3.583007578567693e-08	1.259720e-01	1.640959e+00
3.585351328414671e-08	1.259720e-01	1.640959e+00
3.590038828108627e-08	1.259722e-01	1.640960e+00
3.591210703032116e-08	1.259722e-01	1.640960e+00
3.593554452879094e-08	1.259723e-01	1.640960e+00
3.598241952573050e-08	1.259724e-01	1.640961e+00
3.599413827496539e-08	1.259724e-01	1.640961e+00
3.601757577343517e-08	1.259725e-01	1.640961e+00
3.606445077037473e-08	1.259726e-01	1.640961e+00
3.607616951960962e-08	1.259726e-01	1.640962e+00
3.609960701807940e-08	1.259727e-01	1.640962e+00
3.614648201501897e-08	1.259728e-01	1.640962e+00
3.615820076425386e-08	1.259728e-01	1.640962e+00
3.618163826272364e-08	1.259729e-01	1.640962e+00
3.622851325966320e-08	1.259730e-01	1.640963e+00
3.624023200889809e-08	1.259731e-01	1.640963e+00
3.626366950736787e-08	1.259731e-01	1.640963e+00
3.631054450430743e-08	1.259732e-01	1.640964e+00
3.632226325354232e-08	1.259733e-01	1.640964e+00
3.634570075201210e-08	1.259733e-01	1.640964e+00
3.639257574895166e-08	1.259735e-01	1.640964e+00
3.640429449818655e-08	1.259735e-01	1.640965e+00
3.642773199665633e-08	1.259736e-01	1.640965e+00
3.647460699359589e-08	1.259737e-01	1.640965e+00
3.648632574283078e-08	1.259737e-01	1.640965e+00
3.650976324130056e-08	1.259738e-01	1.640965e+00
3.655663823824012e-08	1.259739e-01	1.640966e+00
3.656835698747501e-08	1.259739e-01	1.640966e+00
3.659179448594480e-08	1.259740e-01	1.640966e+00
3.663866948288436e-08	1.259741e-01	1.640966e+00
3.665038823211925e-08	1.259742e-01	1.640966e+00
3.667382573058903e-08	1.259742e-01	1.640967e+00
3.672070072752859e-08	1.259743e-01	1.640967e+00
3.673241947676348e-08	1.259744e-01	1.640967e+00
3.675585697523326e-08	1.259744e-01	1.640967e+00
3.680273197217282e-08	1.259746e-01	1.640967e+00
3.681445072140771e-08	1.259746e-01	1.640967e+00
3.683788821987749e-08	1.259747e-01	1.640968e+00
3.688476321681705e-08	1.259748e-01	1.640968e+00
3.689648196605194e-08	1.259748e-01	1.640968e+00
3.691991946452172e-08	1.259749e-01	1.640968e+00
3.696679446146128e-08	1.259750e-01	1.640968e+00
3.697851321069617e-08	1.259750e-01	1.640968e+00
3.698144289800490e-08	1.259751e-01	1.640969e+00
3.698730227262234e-08	1.259751e-01	1.640969e+00
3.699902102185723e-08	1.259751e-01	1.640969e+00
3.702245852032701e-08	1.259752e-01	1.640969e+00
3.706933351726657e-08	1.259753e-01	1.640970e+00
3.708105226650146e-08	1.259753e-01	1.640970e+00
3.710448976497124e-08	1.259754e-01	1.640971e+00
3.715136476191080e-08	1.259755e-01	1.640972e+00
3.716308351114569e-08	1.259755e-01	1.640973e+00
3.718652100961548e-08	1.259756e-01	1.640974e+00
3.723339600655504e-08	1.259757e-01	1.640975e+00
3.724511475578993e-08	1.259758e-01	1.640976e+00
3.726855225425971e-08	1.259758e-01	1.640977e+00
3.731542725119927e-08	1.259760e-01	1.640979e+00
3.732714600043416e-08	1.259760e-01	1.640979e+00
3.735058349890394e-08	1.259761e-01	1.640980e+00
3.739745849584350e-08	1.259762e-01	1.640982e+00
3.740917724507839e-08	1.259762e-01	1.640982e+00
3.743261474354817e-08	1.259763e-01	1.640983e+00
3.747948974048773e-08	1.259764e-01	1.640985e+00
3.749120848972262e-08	1.259765e-01	1.640985e+00
3.751464598819240e-08	1.259765e-01	1.640986e+00
3.756152098513196e-08	1.259767e-01	1.640988e+00
3.757323973436685e-08	1.259767e-01	1.640988e+00
3.759667723283663e-08	1.259768e-01	1.640989e+00
3.764355222977619e-08	1.259769e-01	1.640991e+00
3.765527097901109e-08	1.259769e-01	1.640991e+00
3.767870847748087e-08	1.259770e-01	1.640992e+00
3.772558347442043e-08	1.259771e-01	1.640993e+00
3.773730222365532e-08	1.259772e-01	1.640994e+00
3.776073972212510e-08	1.259772e-01	1.640994e+00
3.780761471906466e-08	1.259774e-01	1.640996e+00
3.781933346829955e-08	1.259774e-01	1.640996e+00
3.784277096676933e-08	1.259775e-01	1.640996e+00
3.788964596370889e-08	1.259776e-01	1.640998e+00
3.790136471294378e-08	1.259776e-01	1.640998e+00
3.792480221141356e-08	1.259777e-01	1.640999e+00
3.797167720835312e-08	1.259778e-01	1.641000e+00
3.798339595758801e-08	1.259779e-01	1.641000e+00
3.800683345605779e-08	1.259779e-01	1.641001e+00
3.805370845299735e-08	1.259781e-01	1.641001e+00
3.806542720223224e-08	1.259781e-01	1.641002e+00
3.808886470070202e-08	1.259782e-01	1.641002e+00
3.813573969764159e-08	1.259783e-01	1.641003e+00
3.814745844687648e-08	1.259784e-01	1.641003e+00
3.817089594534626e-08	1.259784e-01	1.641004e+00
3.821777094228582e-08	1.259786e-01	1.641005e+00
3.822948969152071e-08	1.259786e-01	1.641005e+00
3.825292718999049e-08	1.259787e-01	1.641005e+00
3.829980218693005e-08	1.259788e-01	1.641006e+00
3.831152093616494e-08	1.259788e-01	1.641006e+00
3.833495843463472e-08	1.259789e-01	1.641007e+00
3.838183343157428e-08	1.259790e-01	1.641007e+00
3.839355218080917e-08	1.259791e-01	1.641008e+00
3.841698967927895e-08	1.259791e-01	1.641008e+00
3.846386467621851e-08	1.259793e-01	1.641009e+00
3.847558342545340e-08	1.259793e-01	1.641009e+00
3.849902092392318e-08	1.259794e-01	1.641009e+00
3.854589592086274e-08	1.259795e-01	1.641010e+00
3.855761467009763e-08	1.259796e-01	1.641010e+00
3.858105216856741e-08	1.259796e-01	1.641010e+00
3.862792716550698e-08	1.259798e-01	1.641011e+00
3.863964591474187e-08	1.259798e-01	1.641011e+00
3.866308341321165e-08	1.259799e-01	1.641011e+00
3.870995841015121e-08	1.259800e-01	1.641012e+00
3.872167715938610e-08	1.259800e-01	1.641012e+00
3.874511465785588e-08	1.259801e-01	1.641012e+00
3.879198965479544e-08	1.259802e-01	1.641013e+00
3.880370840403033e-08	1.259803e-01	1.641013e+00
3.882714590250011e-08	1.259803e-01	1.641013e+00
3.887402089943967e-08	1.259805e-01	1.641014e+00
3.888573964867456e-08	1.259805e-01	1.641014e+00
3.890917714714434e-08	1.259806e-01	1.641014e+00
3.895605214408390e-08	1.259807e-01	1.641014e+00
3.896777089331879e-08	1.259808e-01	1.641014e+00
3.899120839178857e-08	1.259808e-01	1.641015e+00
3.903808338872813e-08	1.259810e-01	1.641015e+00
3.904980213796302e-08	1.259810e-01	1.641015e+00
3.907323963643280e-08	1.259811e-01	1.641015e+00
3.912011463337237e-08	1.259812e-01	1.641016e+00
3.913183338260726e-08	1.259813e-01	1.641016e+00
3.915527088107704e-08	1.259813e-01	1.641016e+00
3.920214587801660e-08	1.259815e-01	1.641016e+00
3.921386462725149e-08	1.259815e-01	1.641016e+00
3.923730212572127e-08	1.259816e-01	1.641017e+00
3.928417712266083e-08	1.259817e-01	1.641017e+00
3.929589587189572e-08	1.259817e-01	1.641017e+00
3.931933337036550e-08	1.259818e-01	1.641017e+00
3.936620836730506e-08	1.259820e-01	1.641018e+00
3.937792711653995e-08	1.259820e-01	1.641018e+00
3.940136461500973e-08	1.259821e-01	1.641018e+00
3.944823961194929e-08	1.259822e-01	1.641018e+00
3.945995836118418e-08	1.259822e-01	1.641018e+00
3.948339585965396e-08	1.259823e-01	1.641018e+00
3.953027085659352e-08	1.259824e-01	1.641019e+00
3.954198960582841e-08	1.259825e-01	1.641019e+00
3.956542710429820e-08	1.259825e-01	1.641019e+00
3.961230210123776e-08	1.259827e-01	1.641019e+00
3.962402085047265e-08	1.259827e-01	1.641019e+00
3.964745834894243e-08	1.259828e-01	1.641019e+00
3.969433334588199e-08	1.259829e-01	1.641019e+00
3.970605209511688e-08	1.259830e-01	1.641020e+00
3.972948959358666e-08	1.259830e-01	1.641020e+00
3.977636459052622e-08	1.259832e-01	1.641020e+00
3.978808333976111e-08	1.259832e-01	1.641020e+00
3.981152083823089e-08	1.259833e-01	1.641020e+00
3.985839583517045e-08	1.259834e-01	1.641020e+00
3.987011458440534e-08	1.259834e-01	1.641020e+00
3.989355208287512e-08	1.259835e-01	1.641020e+00
3.994042707981468e-08	1.259837e-01	1.641021e+00
3.995214582904957e-08	1.259837e-01	1.641021e+00
3.997558332751935e-08	1.259838e-01	1.641021e+00
4.002245832445891e-08	1.259839e-01	1.641021e+00
4.003417707369381e-08	1.259839e-01	1.641021e+00
4.005761457216359e-08	1.259840e-01	1.641021e+00
4.010448956910315e-08	1.259841e-01	1.641021e+00
4.011620831833804e-08	1.259842e-01	1.641021e+00
4.013964581680782e-08	1.259843e-01	1.641021e+00
4.018652081374738e-08	1.259844e-01	1.641021e+00
4.019823956298227e-08	1.259844e-01	1.641021e+00
4.022167706145205e-08	1.259845e-01	1.641022e+00
4.026855205839161e-08	1.259846e-01	1.641022e+00
4.028027080762650e-08	1.259847e-01	1.641022e+00
4.030370830609628e-08	1.259847e-01	1.641022e+00
4.035058330303584e-08	1.259849e-01	1.641022e+00
4.036230205227073e-08	1.259849e-01	1.641022e+00
4.038573955074051e-08	1.259850e-01	1.641022e+00
4.043261454768007e-08	1.259851e-01	1.641022e+00
4.044433329691496e-08	1.259852e-01	1.641022e+00
4.046777079538474e-08	1.259852e-01	1.641022e+00
4.051464579232431e-08	1.259854e-01	1.641022e+00
4.052636454155920e-08	1.259854e-01	1.641022e+00
4.054980204002898e-08	1.259855e-01	1.641023e+00
4.059667703696854e-08	1.259856e-01	1.641023e+00
4.060839578620343e-08	1.259856e-01	1.641023e+00
4.063183328467321e-08	1.259857e-01	1.641023e+00
4.067870828161277e-08	1.259858e-01	1.641023e+00
4.069042703084766e-08	1.259859e-01	1.641023e+00
4.071386452931744e-08	1.259860e-01	1.641023e+00
4.076073952625700e-08	1.259861e-01	1.641023e+00
4.077245827549189e-08	1.259861e-01	1.641023e+00
4.079589577396167e-08	1.259862e-01	1.641023e+00
4.084277077090123e-08	1.259863e-01	1.641023e+00
4.085448952013612e-08	1.259864e-01	1.641023e+00
4.087792701860590e-08	1.259864e-01	1.641023e+00
4.092480201554546e-08	1.259866e-01	1.641023e+00
4.093652076478035e-08	1.259866e-01	1.641023e+00
4.095995826325013e-08	1.259867e-01	1.641023e+00
4.100683326018970e-08	1.259868e-01	1.641023e+00
4.101855200942459e-08	1.259869e-01	1.641024e+00
4.104198950789437e-08	1.259869e-01	1.641024e+00
4.108886450483393e-08	1.259871e-01	1.641024e+00
4.110058325406882e-08	1.259871e-01	1.641024e+00
4.112402075253860e-08	1.259872e-01	1.641024e+00
4.117089574947816e-08	1.259873e-01	1.641024e+00
4.118261449871305e-08	1.259874e-01	1.641024e+00
4.120605199718283e-08	1.259874e-01	1.641024e+00
4.125292699412239e-08	1.259875e-01	1.641024e+00
4.126464574335728e-08	1.259876e-01	1.641024e+00
4.128808324182706e-08	1.259876e-01	1.641024e+00
4.133495823876662e-08	1.259878e-01	1.641024e+00
4.134667698800151e-08	1.259878e-01	1.641024e+00
4.137011448647129e-08	1.259879e-01	1.641024e+00
4.141698948341085e-08	1.259880e-01	1.641024e+00
4.142870823264574e-08	1.259881e-01	1.641024e+00
4.145214573111553e-08	1.259881e-01	1.641024e+00
4.149902072805509e-08	1.259883e-01	1.641024e+00
4.151073947728998e-08	1.259883e-01	1.641024e+00
4.153417697575976e-08	1.259884e-01	1.641024e+00
4.158105197269932e-08	1.259885e-01	1.641024e+00
4.159277072193421e-08	1.259886e-01	1.641024e+00
4.161620822040399e-08	1.259886e-01	1.641024e+00
4.166308321734355e-08	1.259888e-01	1.641024e+00
4.167480196657844e-08	1.259888e-01	1.641024e+00
4.169823946504822e-08	1.259889e-01	1.641024e+00
4.174511446198778e-08	1.259890e-01	1.641024e+00
4.175683321122267e-08	1.259890e-01	1.641024e+00
4.178027070969245e-08	1.259891e-01	1.641024e+00
4.178613008430990e-08	1.259891e-01	1.641024e+00
4.179784883354479e-08	1.259892e-01	1.641024e+00
4.182128633201457e-08	1.259892e-01	1.641024e+00
4.186816132895413e-08	1.259894e-01	1.641024e+00
4.187988007818902e-08	1.259894e-01	1.641024e+00
4.190331757665880e-08	1.259895e-01	1.641024e+00
4.195019257359836e-08	1.259896e-01	1.641024e+00
4.196191132283325e-08	1.259896e-01	1.641024e+00
4.198534882130303e-08	1.259897e-01	1.641024e+00
4.203222381824259e-08	1.259899e-01	1.641024e+00
4.204394256747748e-08	1.259899e-01	1.641024e+00
4.206738006594726e-08	1.259899e-01	1.641024e+00
4.211425506288682e-08	1.259901e-01	1.641024e+00
4.212597381212171e-08	1.259901e-01	1.641023e+00
4.214941131059149e-08	1.259902e-01	1.641023e+00
4.219628630753106e-08	1.259903e-01	1.641023e+00
4.220800505676595e-08	1.259904e-01	1.641023e+00
4.223144255523573e-08	1.259904e-01	1.641023e+00
4.227831755217529e-08	1.259906e-01	1.641023e+00
4.229003630141018e-08	1.259906e-01	1.641023e+00
4.231347379987996e-08	1.259907e-01	1.641023e+00
4.236034879681952e-08	1.259908e-01	1.641022e+00
4.237206754605441e-08	1.259909e-01	1.641022e+00
4.239550504452419e-08	1.259909e-01	1.641022e+00
4.244238004146375e-08	1.259911e-01	1.641022e+00
4.245409879069864e-08	1.259911e-01	1.641022e+00
4.247753628916842e-08	1.259912e-01	1.641022e+00
4.252441128610798e-08	1.259913e-01	1.641022e+00
4.253613003534287e-08	1.259913e-01	1.641022e+00
4.255956753381265e-08	1.259914e-01	1.641022e+00
4.260644253075221e-08	1.259915e-01	1.641022e+00
4.261816127998710e-08	1.259916e-01	1.641022e+00
4.264159877845689e-08	1.259916e-01	1.641021e+00
4.268847377539645e-08	1.259918e-01	1.641021e+00
4.270019252463134e-08	1.259918e-01	1.641021e+00
4.272363002310112e-08	1.259919e-01	1.641021e+00
4.277050502004068e-08	1.259920e-01	1.641021e+00
4.278222376927557e-08	1.259921e-01	1.641021e+00
4.280566126774535e-08	1.259921e-01	1.641021e+00
4.281152064236279e-08	1.259921e-01	1.641021e+00
